participant_id,user,threshold,ncp-1,rank
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,18.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,17.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,16.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,15.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,14.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,13.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,12.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,2.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,17.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,16.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,15.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,14.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,13.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,12.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,2.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,15.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,14.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,13.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,12.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,2.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,13.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,12.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,2.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,2.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.5,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.6,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.7,0.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.7,0.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.7,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.7,0.0,19.0
pro10_bdf_p1,pro10_bdf_p1,0.8,0.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.8,0.0,19.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,2.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,2.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,67.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,66.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,65.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,61.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,37.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,46.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,65.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,64.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,50.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,48.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,50.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,50.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,80.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,63.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,68.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,81.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,83.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,73.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.15853658536585366,54.0
