participant_id,user,threshold,ncp-1,rank
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,4.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,6.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,3.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,18.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,17.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,16.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,17.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,13.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,2.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,9.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,8.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,7.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,6.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,5.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,4.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,3.0
pro10_bdf_p1,pro10_bdf_p1,0.05,0.5294117647058824,10.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,16.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,19.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,16.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,19.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,16.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,15.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,5.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,2.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,9.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,8.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,7.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,6.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,5.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,4.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,3.0
pro10_bdf_p1,pro10_bdf_p1,0.1,0.5625,10.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,14.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,19.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,14.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,15.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,3.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,2.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,9.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,8.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,7.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,6.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,5.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,4.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,3.0
pro10_bdf_p1,pro10_bdf_p1,0.2,0.6428571428571429,10.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,15.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,16.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,12.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,2.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,9.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,8.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,7.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,6.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,5.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,4.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,3.0
pro10_bdf_p1,pro10_bdf_p1,0.3,0.75,10.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,4.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,2.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,9.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,8.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,7.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,6.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,5.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,4.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,3.0
pro10_bdf_p1,pro10_bdf_p1,0.4,0.9,10.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,9.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,8.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.5,1.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,7.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,6.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.6,1.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.7,1.0,5.0
pro10_bdf_p1,pro10_bdf_p1,0.7,1.0,4.0
pro10_bdf_p1,pro10_bdf_p1,0.7,1.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.7,1.0,10.0
pro10_bdf_p1,pro10_bdf_p1,0.8,1.0,3.0
pro10_bdf_p1,pro10_bdf_p1,0.8,1.0,10.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,6.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,6.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,88.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,23.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,12.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,36.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,14.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,8.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,76.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,40.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,30.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,30.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,9.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,2.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,36.0
pro11_bcf_p1,pro11_bcf_p1,0.05,0.4634146341463415,74.0
