User,Accuracy,Threshold
stu9_bcf_p1_logs.csv,0.6,0.1
stu9_bcf_p1_logs.csv,0.6666666666666666,0.2
stu9_bcf_p1_logs.csv,0.75,0.3
stu9_bcf_p1_logs.csv,0.7142857142857143,0.4
stu9_bcf_p1_logs.csv,0.6666666666666666,0.5
stu9_bcf_p1_logs.csv,0.8,0.6
stu9_bcf_p1_logs.csv,0.75,0.7
stu9_bcf_p1_logs.csv,1.0,0.8
stu9_bcf_p1_logs.csv,1.0,0.9
pro4_bce_p1_logs.csv,0.5666666666666667,0.1
pro4_bce_p1_logs.csv,0.6296296296296297,0.2
pro4_bce_p1_logs.csv,0.5833333333333334,0.3
pro4_bce_p1_logs.csv,0.55,0.4
pro4_bce_p1_logs.csv,0.7058823529411765,0.5
pro4_bce_p1_logs.csv,0.7142857142857143,0.6
pro4_bce_p1_logs.csv,0.8,0.7
pro4_bce_p1_logs.csv,0.8571428571428571,0.8
pro4_bce_p1_logs.csv,1.0,0.9
stu28_bde_p1_logs.csv,0.6,0.1
stu28_bde_p1_logs.csv,0.5,0.2
stu28_bde_p1_logs.csv,0.625,0.3
stu28_bde_p1_logs.csv,0.5714285714285714,0.4
stu28_bde_p1_logs.csv,0.6363636363636364,0.5
stu28_bde_p1_logs.csv,0.7777777777777778,0.6
stu28_bde_p1_logs.csv,0.7142857142857143,0.7
stu28_bde_p1_logs.csv,0.8,0.8
stu28_bde_p1_logs.csv,1.0,0.9
stu34_bcf_p1_logs.csv,0.44086021505376344,0.1
stu34_bcf_p1_logs.csv,0.3614457831325301,0.2
stu34_bcf_p1_logs.csv,0.3561643835616438,0.3
stu34_bcf_p1_logs.csv,0.41935483870967744,0.4
stu34_bcf_p1_logs.csv,0.34615384615384615,0.5
stu34_bcf_p1_logs.csv,0.38095238095238093,0.6
stu34_bcf_p1_logs.csv,0.4838709677419355,0.7
stu34_bcf_p1_logs.csv,0.42857142857142855,0.8
stu34_bcf_p1_logs.csv,0.36363636363636365,0.9
stu12_bdf_p1_logs.csv,0.6071428571428571,0.1
stu12_bdf_p1_logs.csv,0.66,0.2
stu12_bdf_p1_logs.csv,0.6136363636363636,0.3
stu12_bdf_p1_logs.csv,0.5789473684210527,0.4
stu12_bdf_p1_logs.csv,0.5161290322580645,0.5
stu12_bdf_p1_logs.csv,0.52,0.6
