User,Accuracy,Algorithm
pro10_bdf_p1,0.5789473684210527,Momentum
pro11_bcf_p1,0.48863636363636365,Momentum
pro12_bdf_p1,0.4225352112676056,Momentum
pro14_bdf_p1,0.4594594594594595,Momentum
pro16_bce_p1,0.75,Momentum
pro19_bcf_p1,0.5245901639344263,Momentum
pro1_bcf_p1,0.20689655172413793,Momentum
pro26_bde_p1,0.32075471698113206,Momentum
pro27_bcf_p1,0.6396396396396397,Momentum
pro28_bce_p1,0.36363636363636365,Momentum
pro2_bce_p1,0.5106382978723404,Momentum
pro30_bde_p1,0.6176470588235294,Momentum
pro32_bdf_p1,0.6842105263157895,Momentum
pro4_bce_p1,0.5757575757575758,Momentum
pro6_bde_p1,0.7222222222222222,Momentum
pro7_bde_p1,0.5192307692307693,Momentum
stu12_bdf_p1,0.5,Momentum
stu14_bcf_p1,0.5333333333333333,Momentum
stu16_bcf_p1,0.5497076023391813,Momentum
stu18_bde_p1,0.5,Momentum
stu19_bde_p1,0.45454545454545453,Momentum
stu1_bce_p1,0.4915254237288136,Momentum
stu20_bdf_p1,0.23529411764705882,Momentum
stu22_bde_p1,0.42857142857142855,Momentum
stu23_bdf_p1,0.3050847457627119,Momentum
stu27_bdf_p1,0.68,Momentum
stu28_bde_p1,0.45454545454545453,Momentum
stu2_bce_p1,0.5111111111111111,Momentum
stu32_bce_p1,0.42424242424242425,Momentum
stu33_bce_p1,0.696969696969697,Momentum
stu34_bcf_p1,0.3786407766990291,Momentum
stu35_bde_p1,0.4631578947368421,Momentum
stu40_bdf_p1,0.46153846153846156,Momentum
stu5_bcf_p1,0.46153846153846156,Momentum
stu8_bce_p1,0.5714285714285714,Momentum
stu9_bcf_p1,0.6363636363636364,Momentum
