Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task,GranularPredictions,Predictions,GroundTruth
ActorCritic,stu18_bde_p2,0.8,0.0001,0.2,1.0,0.8947368421052632,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu33_bce_p2,0.8,0.0001,0.99,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu35_bde_p2,0.8,0.0001,0.8,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu9_bcf_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu40_bdf_p2,0.8,0.0001,0.2,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu5_bcf_p2,0.8,0.001,0.1,1.0,0.5384615384615384,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu8_bce_p2,0.8,0.001,0.05,1.0,0.9333333333333332,"[None, None, None]",0.0,0.0,Focused,p2,,,
ActorCritic,stu22_bde_p2,0.8,0.1,0.9,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2,,,
Bayesian,pro10_bdf_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2,,,
Bayesian,pro11_bcf_p2,0.8,0.0,0.0,,0.06,0,0.0,,Focused,p2,,,
Bayesian,pro12_bdf_p2,0.8,0.0,0.0,,0.08,0,0.0,,Focused,p2,,,
Bayesian,pro14_bdf_p2,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p2,,,
Bayesian,pro16_bce_p2,0.8,0.0,0.0,,0.1428571428571428,0,0.0,,Focused,p2,,,
Bayesian,pro19_bcf_p2,0.8,0.0,0.0,,0.0153846153846153,0,0.0,,Focused,p2,,,
Bayesian,pro1_bcf_p2,0.8,0.0,0.0,,0.0666666666666666,0,0.0,,Focused,p2,,,
Bayesian,pro26_bde_p2,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p2,,,
Bayesian,pro27_bcf_p2,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p2,,,
Bayesian,pro28_bce_p2,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p2,,,
Bayesian,pro2_bce_p2,0.8,0.0,0.0,,0.18,0,0.0,,Focused,p2,,,
Bayesian,pro30_bde_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,pro32_bdf_p2,0.8,0.0,0.0,,0.0818181818181818,0,0.0,,Focused,p2,,,
Bayesian,pro4_bce_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2,,,
Bayesian,pro6_bde_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,pro7_bde_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,stu12_bdf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,stu14_bcf_p2,0.8,0.0,0.0,,0.1111111111111111,0,0.0,,Focused,p2,,,
Bayesian,stu16_bcf_p2,0.8,0.0,0.0,,0.1428571428571428,0,0.0,,Focused,p2,,,
Bayesian,stu18_bde_p2,0.8,0.0,0.0,,0.1157894736842105,0,0.0,,Focused,p2,,,
Bayesian,stu19_bde_p2,0.8,0.0,0.0,,0.12,0,0.0,,Focused,p2,,,
Bayesian,stu1_bce_p2,0.8,0.0,0.0,,0.1777777777777777,0,0.0,,Focused,p2,,,
Bayesian,stu20_bdf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,stu22_bde_p2,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p2,,,
Bayesian,stu23_bdf_p2,0.8,0.0,0.0,,0.1846153846153846,0,0.0,,Focused,p2,,,
Bayesian,stu27_bdf_p2,0.8,0.0,0.0,,0.109090909090909,0,0.0,,Focused,p2,,,
Bayesian,stu28_bde_p2,0.8,0.0,0.0,,0.1714285714285714,0,0.0,,Focused,p2,,,
Bayesian,stu2_bce_p2,0.8,0.0,0.0,,0.1636363636363636,0,0.0,,Focused,p2,,,
Bayesian,stu32_bce_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Bayesian,stu33_bce_p2,0.8,0.0,0.0,,0.0666666666666666,0,0.0,,Focused,p2,,,
Bayesian,stu34_bcf_p2,0.8,0.0,0.0,,0.0333333333333333,0,0.0,,Focused,p2,,,
Bayesian,stu35_bde_p2,0.8,0.0,0.0,,0.0666666666666666,0,0.0,,Focused,p2,,,
Bayesian,stu40_bdf_p2,0.8,0.0,0.0,,0.1454545454545454,0,0.0,,Focused,p2,,,
Bayesian,stu5_bcf_p2,0.8,0.0,0.0,,0.0923076923076923,0,0.0,,Focused,p2,,,
Bayesian,stu8_bce_p2,0.8,0.0,0.0,,0.1866666666666666,0,0.0,,Focused,p2,,,
Bayesian,stu9_bcf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Greedy,pro10_bdf_p2,0.8,0.0,0.0,,0.75,0,0.0,,Focused,p2,,,
Greedy,pro11_bcf_p2,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p2,,,
Greedy,pro12_bdf_p2,0.8,0.0,0.0,,0.75,0,0.0,,Focused,p2,,,
Greedy,pro14_bdf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2,,,
Greedy,pro16_bce_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,pro19_bcf_p2,0.8,0.0,0.0,,0.3846153846153846,0,0.0,,Focused,p2,,,
Greedy,pro1_bcf_p2,0.8,0.0,0.0,,0.1666666666666666,0,0.0,,Focused,p2,,,
Greedy,pro26_bde_p2,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p2,,,
Greedy,pro27_bcf_p2,0.8,0.0,0.0,,0.4,0,0.0,,Focused,p2,,,
Greedy,pro28_bce_p2,0.8,0.0,0.0,,0.875,0,0.0,,Focused,p2,,,
Greedy,pro2_bce_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,pro30_bde_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,pro32_bdf_p2,0.8,0.0,0.0,,0.7272727272727273,0,0.0,,Focused,p2,,,
Greedy,pro4_bce_p2,0.8,0.0,0.0,,0.875,0,0.0,,Focused,p2,,,
Greedy,pro6_bde_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,pro7_bde_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2,,,
Greedy,stu12_bdf_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,stu14_bcf_p2,0.8,0.0,0.0,,0.4444444444444444,0,0.0,,Focused,p2,,,
Greedy,stu16_bcf_p2,0.8,0.0,0.0,,0.6428571428571429,0,0.0,,Focused,p2,,,
Greedy,stu18_bde_p2,0.8,0.0,0.0,,0.6842105263157895,0,0.0,,Focused,p2,,,
Greedy,stu19_bde_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,stu1_bce_p2,0.8,0.0,0.0,,0.8888888888888888,0,0.0,,Focused,p2,,,
Greedy,stu20_bdf_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,stu22_bde_p2,0.8,0.0,0.0,,0.6666666666666666,0,0.0,,Focused,p2,,,
Greedy,stu23_bdf_p2,0.8,0.0,0.0,,0.8461538461538461,0,0.0,,Focused,p2,,,
Greedy,stu27_bdf_p2,0.8,0.0,0.0,,0.5454545454545454,0,0.0,,Focused,p2,,,
Greedy,stu28_bde_p2,0.8,0.0,0.0,,0.1428571428571428,0,0.0,,Focused,p2,,,
Greedy,stu2_bce_p2,0.8,0.0,0.0,,0.8181818181818182,0,0.0,,Focused,p2,,,
Greedy,stu32_bce_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
Greedy,stu33_bce_p2,0.8,0.0,0.0,,0.2222222222222222,0,0.0,,Focused,p2,,,
Greedy,stu34_bcf_p2,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p2,,,
Greedy,stu35_bde_p2,0.8,0.0,0.0,,0.3333333333333333,0,0.0,,Focused,p2,,,
Greedy,stu40_bdf_p2,0.8,0.0,0.0,,0.7272727272727273,0,0.0,,Focused,p2,,,
Greedy,stu5_bcf_p2,0.8,0.0,0.0,,0.3076923076923077,0,0.0,,Focused,p2,,,
Greedy,stu8_bce_p2,0.8,0.0,0.0,,0.9333333333333332,0,0.0,,Focused,p2,,,
Greedy,stu9_bcf_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2,,,
HMM,pro10_bdf_p2,0.8,0.0,0.0,,0.75,,,,Focused,p2,,,
HMM,pro11_bcf_p2,0.8,0.0,0.0,,0.6,,,,Focused,p2,,,
HMM,pro12_bdf_p2,0.8,0.0,0.0,,0.15,,,,Focused,p2,,,
HMM,pro14_bdf_p2,0.8,0.0,0.0,,0.3,,,,Focused,p2,,,
HMM,pro16_bce_p2,0.8,0.0,0.0,,0.0,,,,Focused,p2,,,
HMM,pro19_bcf_p2,0.8,0.0,0.0,,0.2307692307692307,,,,Focused,p2,,,
HMM,pro1_bcf_p2,0.8,0.0,0.0,,0.5,,,,Focused,p2,,,
HMM,pro26_bde_p2,0.8,0.0,0.0,,0.6666666666666666,,,,Focused,p2,,,
HMM,pro27_bcf_p2,0.8,0.0,0.0,,0.6,,,,Focused,p2,,,
HMM,pro28_bce_p2,0.8,0.0,0.0,,0.875,,,,Focused,p2,,,
HMM,pro2_bce_p2,0.8,0.0,0.0,,0.0,,,,Focused,p2,,,
HMM,pro30_bde_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
HMM,pro32_bdf_p2,0.8,0.0,0.0,,0.7272727272727273,,,,Focused,p2,,,
HMM,pro4_bce_p2,0.8,0.0,0.0,,0.875,,,,Focused,p2,,,
HMM,pro6_bde_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
HMM,pro7_bde_p2,0.8,0.0,0.0,,0.75,,,,Focused,p2,,,
HMM,stu12_bdf_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
HMM,stu14_bcf_p2,0.8,0.0,0.0,,0.6666666666666666,,,,Focused,p2,,,
HMM,stu16_bcf_p2,0.8,0.0,0.0,,0.5714285714285714,,,,Focused,p2,,,
HMM,stu18_bde_p2,0.8,0.0,0.0,,0.7368421052631579,,,,Focused,p2,,,
HMM,stu19_bde_p2,0.8,0.0,0.0,,0.0,,,,Focused,p2,,,
HMM,stu1_bce_p2,0.8,0.0,0.0,,0.1111111111111111,,,,Focused,p2,,,
HMM,stu20_bdf_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
HMM,stu22_bde_p2,0.8,0.0,0.0,,0.2666666666666666,,,,Focused,p2,,,
HMM,stu23_bdf_p2,0.8,0.0,0.0,,0.9230769230769232,,,,Focused,p2,,,
HMM,stu27_bdf_p2,0.8,0.0,0.0,,0.0909090909090909,,,,Focused,p2,,,
HMM,stu28_bde_p2,0.8,0.0,0.0,,0.8571428571428571,,,,Focused,p2,,,
HMM,stu2_bce_p2,0.8,0.0,0.0,,0.0909090909090909,,,,Focused,p2,,,
HMM,stu32_bce_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
HMM,stu33_bce_p2,0.8,0.0,0.0,,0.3333333333333333,,,,Focused,p2,,,
HMM,stu34_bcf_p2,0.8,0.0,0.0,,0.5,,,,Focused,p2,,,
HMM,stu35_bde_p2,0.8,0.0,0.0,,0.3333333333333333,,,,Focused,p2,,,
HMM,stu40_bdf_p2,0.8,0.0,0.0,,0.7272727272727273,,,,Focused,p2,,,
HMM,stu5_bcf_p2,0.8,0.0,0.0,,0.5384615384615384,,,,Focused,p2,,,
HMM,stu8_bce_p2,0.8,0.0,0.0,,0.9333333333333332,,,,Focused,p2,,,
HMM,stu9_bcf_p2,0.8,0.0,0.0,,1.0,,,,Focused,p2,,,
Momentum,pro10_bdf_p2,0.8,0.0,0.0,,0.75,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro11_bcf_p2,0.8,0.0,0.0,,0.2,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro12_bdf_p2,0.8,0.0,0.0,,0.35,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro14_bdf_p2,0.8,0.0,0.0,,0.4,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro16_bce_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro19_bcf_p2,0.8,0.0,0.0,,0.6153846153846154,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro1_bcf_p2,0.8,0.0,0.0,,0.1666666666666666,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro26_bde_p2,0.8,0.0,0.0,,0.3333333333333333,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro27_bcf_p2,0.8,0.0,0.0,,0.1,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro28_bce_p2,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro2_bce_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro30_bde_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro32_bdf_p2,0.8,0.0,0.0,,0.1818181818181818,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro4_bce_p2,0.8,0.0,0.0,,0.875,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro6_bde_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,pro7_bde_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu12_bdf_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu14_bcf_p2,0.8,0.0,0.0,,0.3333333333333333,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu16_bcf_p2,0.8,0.0,0.0,,0.0714285714285714,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu18_bde_p2,0.8,0.0,0.0,,0.0526315789473684,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu19_bde_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu1_bce_p2,0.8,0.0,0.0,,0.1111111111111111,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu20_bdf_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu22_bde_p2,0.8,0.0,0.0,,0.2333333333333333,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu23_bdf_p2,0.8,0.0,0.0,,0.0769230769230769,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu27_bdf_p2,0.8,0.0,0.0,,0.0909090909090909,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu28_bde_p2,0.8,0.0,0.0,,0.4285714285714285,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu2_bce_p2,0.8,0.0,0.0,,0.2727272727272727,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu32_bce_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu33_bce_p2,0.8,0.0,0.0,,0.3333333333333333,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu34_bcf_p2,0.8,0.0,0.0,,0.1666666666666666,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu35_bde_p2,0.8,0.0,0.0,,0.5555555555555556,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu40_bdf_p2,0.8,0.0,0.0,,0.0,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu5_bcf_p2,0.8,0.0,0.0,,0.3076923076923077,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu8_bce_p2,0.8,0.0,0.0,,0.5333333333333333,"[0, 0, 0]",,,Focused,p2,,,
Momentum,stu9_bcf_p2,0.8,0.0,0.0,,1.0,"[0, 0, 0]",,,Focused,p2,,,
OnlineSVM,pro10_bdf_p2,0.8,0.0,0.0,,0.625,"defaultdict(None, {'modify-1': (1, 0.0), 'modify-2': (1, 0.0), 'same': (6, 0.8333333333333334)})",,,Focused,p2,,,
OnlineSVM,pro11_bcf_p2,0.8,0.0,0.0,,0.5,"defaultdict(None, {'modify-2': (3, 0.3333333333333333), 'same': (7, 0.5714285714285714)})",,,Focused,p2,,,
OnlineSVM,pro12_bdf_p2,0.8,0.0,0.0,,0.45,"defaultdict(None, {'same': (14, 0.6428571428571429), 'modify-1': (4, 0.0), 'modify-2': (2, 0.0)})",,,Focused,p2,,,
OnlineSVM,pro14_bdf_p2,0.8,0.0,0.0,,0.1,"defaultdict(None, {'modify-2': (4, 0.0), 'modify-1': (3, 0.3333333333333333), 'same': (3, 0.0)})",,,Focused,p2,,,
OnlineSVM,pro16_bce_p2,0.8,0.0,0.0,,0.8571428571428571,"defaultdict(None, {'same': (7, 0.8571428571428571)})",,,Focused,p2,,,
OnlineSVM,pro19_bcf_p2,0.8,0.0,0.0,,0.3846153846153846,"defaultdict(None, {'same': (4, 0.25), 'modify-1': (5, 0.2), 'modify-2': (4, 0.75)})",,,Focused,p2,,,
OnlineSVM,pro1_bcf_p2,0.8,0.0,0.0,,0.5,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 1.0), 'modify-2': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,pro26_bde_p2,0.8,0.0,0.0,,0.3333333333333333,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (4, 0.5)})",,,Focused,p2,,,
OnlineSVM,pro27_bcf_p2,0.8,0.0,0.0,,0.4,"defaultdict(None, {'modify-1': (4, 0.0), 'same': (5, 0.8), 'modify-2': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,pro28_bce_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (8, 1.0)})",,,Focused,p2,,,
OnlineSVM,pro2_bce_p2,0.8,0.0,0.0,,0.9,"defaultdict(None, {'same': (10, 0.9)})",,,Focused,p2,,,
OnlineSVM,pro30_bde_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (4, 1.0)})",,,Focused,p2,,,
OnlineSVM,pro32_bdf_p2,0.8,0.0,0.0,,0.5909090909090909,"defaultdict(None, {'modify-1': (4, 0.0), 'same': (16, 0.8125), 'modify-2': (2, 0.0)})",,,Focused,p2,,,
OnlineSVM,pro4_bce_p2,0.8,0.0,0.0,,0.875,"defaultdict(None, {'same': (14, 0.9285714285714286), 'modify-2': (2, 0.5)})",,,Focused,p2,,,
OnlineSVM,pro6_bde_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (5, 1.0)})",,,Focused,p2,,,
OnlineSVM,pro7_bde_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (8, 1.0)})",,,Focused,p2,,,
OnlineSVM,stu12_bdf_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (7, 1.0)})",,,Focused,p2,,,
OnlineSVM,stu14_bcf_p2,0.8,0.0,0.0,,0.4444444444444444,"defaultdict(None, {'modify-2': (2, 0.5), 'same': (6, 0.5), 'modify-1': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu16_bcf_p2,0.8,0.0,0.0,,0.6428571428571429,"defaultdict(None, {'same': (10, 0.7), 'modify-2': (4, 0.5)})",,,Focused,p2,,,
OnlineSVM,stu18_bde_p2,0.8,0.0,0.0,,0.7368421052631579,"defaultdict(None, {'same': (17, 0.8235294117647058), 'modify-1': (2, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu19_bde_p2,0.8,0.0,0.0,,0.8,"defaultdict(None, {'same': (5, 0.8)})",,,Focused,p2,,,
OnlineSVM,stu1_bce_p2,0.8,0.0,0.0,,0.7777777777777778,"defaultdict(None, {'same': (8, 0.875), 'modify-1': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu20_bdf_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (2, 1.0)})",,,Focused,p2,,,
OnlineSVM,stu22_bde_p2,0.8,0.0,0.0,,0.7,"defaultdict(None, {'same': (20, 0.8), 'modify-1': (9, 0.5555555555555556), 'modify-2': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu23_bdf_p2,0.8,0.0,0.0,,0.9230769230769232,"defaultdict(None, {'modify-2': (1, 1.0), 'same': (12, 0.9166666666666666)})",,,Focused,p2,,,
OnlineSVM,stu27_bdf_p2,0.8,0.0,0.0,,0.3636363636363636,"defaultdict(None, {'same': (7, 0.5714285714285714), 'modify-1': (1, 0.0), 'modify-3': (2, 0.0), 'modify-2': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu28_bde_p2,0.8,0.0,0.0,,0.7142857142857143,"defaultdict(None, {'same': (6, 0.8333333333333334), 'modify-1': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu2_bce_p2,0.8,0.0,0.0,,0.9090909090909092,"defaultdict(None, {'same': (9, 1.0), 'modify-2': (2, 0.5)})",,,Focused,p2,,,
OnlineSVM,stu32_bce_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (8, 1.0)})",,,Focused,p2,,,
OnlineSVM,stu33_bce_p2,0.8,0.0,0.0,,0.4444444444444444,"defaultdict(None, {'modify-2': (3, 1.0), 'modify-1': (3, 0.0), 'same': (3, 0.3333333333333333)})",,,Focused,p2,,,
OnlineSVM,stu34_bcf_p2,0.8,0.0,0.0,,0.3333333333333333,"defaultdict(None, {'same': (3, 0.6666666666666666), 'modify-1': (2, 0.0), 'modify-2': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu35_bde_p2,0.8,0.0,0.0,,0.5555555555555556,"defaultdict(None, {'same': (3, 0.3333333333333333), 'modify-1': (6, 0.6666666666666666)})",,,Focused,p2,,,
OnlineSVM,stu40_bdf_p2,0.8,0.0,0.0,,0.7272727272727273,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (8, 0.875), 'modify-2': (2, 0.5)})",,,Focused,p2,,,
OnlineSVM,stu5_bcf_p2,0.8,0.0,0.0,,0.3846153846153846,"defaultdict(None, {'same': (7, 0.5714285714285714), 'modify-2': (3, 0.0), 'modify-1': (3, 0.3333333333333333)})",,,Focused,p2,,,
OnlineSVM,stu8_bce_p2,0.8,0.0,0.0,,0.9333333333333332,"defaultdict(None, {'same': (14, 1.0), 'modify-1': (1, 0.0)})",,,Focused,p2,,,
OnlineSVM,stu9_bcf_p2,0.8,0.0,0.0,,1.0,"defaultdict(None, {'same': (5, 1.0)})",,,Focused,p2,,,
QLearn,pro1_bcf_p2,0.8,0.0001,0.05,0.0,0.6666666666666666,0,1.0769230769230769,0.05,Focused,p2,,,
QLearn,pro26_bde_p2,0.8,0.0001,0.8,0.0,0.6666666666666666,0,1.0769230769230769,0.1,Focused,p2,,,
QLearn,pro16_bce_p2,0.8,0.0001,0.5,0.0,1.0,0,1.0666666666666669,0.1,Focused,p2,,,
QLearn,pro28_bce_p2,0.8,0.5,0.05,0.0,1.0,0,1.0588235294117647,0.1,Focused,p2,,,
QLearn,pro10_bdf_p2,0.8,0.001,0.1,0.0,0.875,0,1.0588235294117645,0.05,Focused,p2,,,
QLearn,pro14_bdf_p2,0.8,0.01,0.05,0.0,0.3,0,1.0476190476190477,0.1,Focused,p2,,,
QLearn,pro27_bcf_p2,0.8,0.1,0.1,0.0,0.6,0,1.0476190476190477,0.1,Focused,p2,,,
QLearn,pro11_bcf_p2,0.8,0.0001,0.5,0.0,0.7,0,1.0476190476190477,0.05,Focused,p2,,,
