User,Accuracy,Algorithm,StateAccuracy,GranularPredictions,Predictions,GroundTruth,Threshold,Openended,Task,LearningRate,Discount,Reward,Temperature,Epsilon
stu12_bdf_p1,0.2307692307692307,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu14_bcf_p1,0.3333333333333333,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu16_bcf_p1,0.2571428571428571,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu18_bde_p1,0.3333333333333333,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu19_bde_p1,0.0,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu1_bce_p1,0.3333333333333333,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu20_bdf_p1,0.5,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu22_bde_p1,0.3846153846153846,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu23_bdf_p1,0.0833333333333333,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu27_bdf_p1,0.2,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu28_bde_p1,0.2,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu2_bce_p1,0.2777777777777778,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu32_bce_p1,0.2857142857142857,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu33_bce_p1,0.35,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu34_bcf_p1,0.4285714285714285,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu35_bde_p1,0.2105263157894736,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu40_bdf_p1,0.25,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu5_bcf_p1,0.0769230769230769,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu8_bce_p1,0.5,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
stu9_bcf_p1,0.6666666666666666,WSLS,"[None, None, None]",,,,0.8,Focused,p1,0.0,0.0,,,
pro10_bdf_p2,0.75,Bayesian,,"defaultdict(None, {'modify-1': (1, 0.0), 'modify-2': (1, 1.0), 'same': (6, 0.8333333333333334)})","['same', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro11_bcf_p2,0.5,Bayesian,,"defaultdict(None, {'modify-2': (3, 0.3333333333333333), 'same': (7, 0.5714285714285714)})","['same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'same', 'modify-2', 'same']","['modify-2', 'modify-2', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro12_bdf_p2,0.45,Bayesian,,"defaultdict(None, {'same': (14, 0.5714285714285714), 'modify-1': (4, 0.25), 'modify-2': (2, 0.0)})","['same', 'modify-1', 'same', 'same', 'modify-2', 'modify-2', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-2']","['same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-2', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same']",0.8,Focused,p2,,,,,
pro14_bdf_p2,0.3,Bayesian,,"defaultdict(None, {'modify-2': (4, 0.25), 'modify-1': (3, 0.3333333333333333), 'same': (3, 0.3333333333333333)})","['modify-1', 'modify-2', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-3']","['modify-2', 'modify-2', 'modify-1', 'modify-1', 'modify-2', 'same', 'modify-2', 'same', 'modify-1', 'same']",0.8,Focused,p2,,,,,
pro16_bce_p2,0.7142857142857143,Bayesian,,"defaultdict(None, {'same': (7, 0.7142857142857143)})","['same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro19_bcf_p2,0.4615384615384615,Bayesian,,"defaultdict(None, {'same': (4, 0.75), 'modify-1': (5, 0.4), 'modify-2': (4, 0.25)})","['same', 'same', 'modify-3', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-3', 'modify-1', 'modify-2', 'same', 'same']","['same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-2', 'modify-2', 'modify-2', 'modify-2', 'same', 'same']",0.8,Focused,p2,,,,,
pro1_bcf_p2,0.5,Bayesian,,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (3, 1.0), 'modify-2': (1, 0.0)})","['modify-3', 'same', 'same', 'modify-1', 'same', 'same']","['modify-1', 'same', 'modify-1', 'modify-2', 'same', 'same']",0.8,Focused,p2,,,,,
pro26_bde_p2,0.5,Bayesian,,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (4, 0.75)})","['same', 'modify-1', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'same', 'same', 'modify-1', 'same']",0.8,Focused,p2,,,,,
pro27_bcf_p2,0.3,Bayesian,,"defaultdict(None, {'modify-1': (4, 0.0), 'same': (5, 0.6), 'modify-2': (1, 0.0)})","['same', 'modify-1', 'same', 'same', 'same', 'modify-3', 'modify-1', 'same', 'same', 'same']","['modify-1', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'modify-2', 'same', 'same']",0.8,Focused,p2,,,,,
pro28_bce_p2,0.5,Bayesian,,"defaultdict(None, {'same': (8, 0.5)})","['modify-2', 'modify-1', 'modify-1', 'modify-2', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro2_bce_p2,0.9,Bayesian,,"defaultdict(None, {'same': (10, 0.9)})","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro30_bde_p2,1.0,Bayesian,,"defaultdict(None, {'same': (4, 1.0)})","['same', 'same', 'same', 'same']","['same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro32_bdf_p2,0.5454545454545454,Bayesian,,"defaultdict(None, {'modify-1': (4, 0.25), 'same': (16, 0.6875), 'modify-2': (2, 0.0)})","['same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro4_bce_p2,0.875,Bayesian,,"defaultdict(None, {'same': (14, 0.9285714285714286), 'modify-2': (2, 0.5)})","['same', 'same', 'modify-2', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro6_bde_p2,1.0,Bayesian,,"defaultdict(None, {'same': (5, 1.0)})","['same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro7_bde_p2,0.875,Bayesian,,"defaultdict(None, {'same': (8, 0.875)})","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu12_bdf_p2,1.0,Bayesian,,"defaultdict(None, {'same': (7, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu14_bcf_p2,0.4444444444444444,Bayesian,,"defaultdict(None, {'modify-2': (2, 0.0), 'same': (6, 0.6666666666666666), 'modify-1': (1, 0.0)})","['same', 'modify-3', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same']","['modify-2', 'same', 'same', 'modify-1', 'same', 'modify-2', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu16_bcf_p2,0.6428571428571429,Bayesian,,"defaultdict(None, {'same': (10, 0.8), 'modify-2': (4, 0.25)})","['same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'modify-2', 'modify-2', 'modify-2', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu18_bde_p2,0.5263157894736842,Bayesian,,"defaultdict(None, {'same': (17, 0.5882352941176471), 'modify-1': (2, 0.0)})","['same', 'same', 'modify-2', 'modify-2', 'same', 'modify-2', 'modify-2', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'same', 'modify-1', 'same']","['same', 'modify-1', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu19_bde_p2,0.8,Bayesian,,"defaultdict(None, {'same': (5, 0.8)})","['same', 'same', 'same', 'modify-1', 'same']","['same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu1_bce_p2,0.8888888888888888,Bayesian,,"defaultdict(None, {'same': (8, 0.875), 'modify-1': (1, 1.0)})","['same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu20_bdf_p2,1.0,Bayesian,,"defaultdict(None, {'same': (2, 1.0)})","['same', 'same']","['same', 'same']",0.8,Focused,p2,,,,,
stu22_bde_p2,0.5666666666666667,Bayesian,,"defaultdict(None, {'same': (20, 0.8), 'modify-1': (9, 0.0), 'modify-2': (1, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'modify-1', 'modify-2', 'same', 'same', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'modify-2', 'modify-1', 'same', 'same']",0.8,Focused,p2,,,,,
stu23_bdf_p2,0.8461538461538461,Bayesian,,"defaultdict(None, {'modify-2': (1, 0.0), 'same': (12, 0.9166666666666666)})","['same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu27_bdf_p2,0.2727272727272727,Bayesian,,"defaultdict(None, {'same': (7, 0.42857142857142855), 'modify-1': (1, 0.0), 'modify-3': (2, 0.0), 'modify-2': (1, 0.0)})","['modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-2', 'modify-2']","['same', 'same', 'modify-1', 'modify-3', 'same', 'modify-3', 'modify-2', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu28_bde_p2,0.7142857142857143,Bayesian,,"defaultdict(None, {'same': (6, 0.8333333333333334), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'same', 'modify-1', 'same', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu2_bce_p2,0.9090909090909092,Bayesian,,"defaultdict(None, {'same': (9, 1.0), 'modify-2': (2, 0.5)})","['same', 'same', 'same', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu32_bce_p2,1.0,Bayesian,,"defaultdict(None, {'same': (8, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu33_bce_p2,0.3333333333333333,Bayesian,,"defaultdict(None, {'modify-2': (3, 0.6666666666666666), 'modify-1': (3, 0.0), 'same': (3, 0.3333333333333333)})","['modify-2', 'modify-2', 'modify-1', 'same', 'modify-2', 'modify-2', 'modify-2', 'same', 'same']","['modify-2', 'modify-2', 'modify-2', 'modify-1', 'same', 'modify-1', 'same', 'modify-1', 'same']",0.8,Focused,p2,,,,,
stu34_bcf_p2,0.3333333333333333,Bayesian,,"defaultdict(None, {'same': (3, 0.3333333333333333), 'modify-1': (2, 0.5), 'modify-2': (1, 0.0)})","['modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'modify-2', 'same']",0.8,Focused,p2,,,,,
stu35_bde_p2,0.2222222222222222,Bayesian,,"defaultdict(None, {'same': (3, 0.3333333333333333), 'modify-1': (6, 0.16666666666666666)})","['same', 'same', 'modify-3', 'modify-3', 'same', 'modify-1', 'same', 'same', 'modify-1']","['same', 'modify-1', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same']",0.8,Focused,p2,,,,,
stu40_bdf_p2,0.7272727272727273,Bayesian,,"defaultdict(None, {'modify-1': (1, 1.0), 'same': (8, 0.875), 'modify-2': (2, 0.0)})","['modify-1', 'modify-3', 'same', 'modify-3', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'modify-2', 'modify-2', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu5_bcf_p2,0.2307692307692307,Bayesian,,"defaultdict(None, {'same': (7, 0.42857142857142855), 'modify-2': (3, 0.0), 'modify-1': (3, 0.0)})","['same', 'same', 'modify-3', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-3', 'same', 'same']","['same', 'modify-2', 'same', 'same', 'modify-2', 'same', 'modify-1', 'same', 'modify-2', 'modify-1', 'same', 'modify-1', 'same']",0.8,Focused,p2,,,,,
stu8_bce_p2,0.9333333333333332,Bayesian,,"defaultdict(None, {'same': (14, 1.0), 'modify-1': (1, 0.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
stu9_bcf_p2,1.0,Bayesian,,"defaultdict(None, {'same': (5, 1.0)})","['same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same']",0.8,Focused,p2,,,,,
pro10_bdf_p2,0.75,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro11_bcf_p2,0.5,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro12_bdf_p2,0.75,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro14_bdf_p2,0.2,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro16_bce_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro19_bcf_p2,0.3846153846153846,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro1_bcf_p2,0.1666666666666666,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro26_bde_p2,0.5,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro27_bcf_p2,0.4,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro28_bce_p2,0.875,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro2_bce_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro30_bde_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro32_bdf_p2,0.7272727272727273,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro4_bce_p2,0.875,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro6_bde_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro7_bde_p2,0.125,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu12_bdf_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu14_bcf_p2,0.4444444444444444,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu16_bcf_p2,0.6428571428571429,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu18_bde_p2,0.6842105263157895,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu19_bde_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu1_bce_p2,0.8888888888888888,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu20_bdf_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu22_bde_p2,0.6666666666666666,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu23_bdf_p2,0.8461538461538461,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu27_bdf_p2,0.5454545454545454,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu28_bde_p2,0.1428571428571428,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu2_bce_p2,0.8181818181818182,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu32_bce_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu33_bce_p2,0.2222222222222222,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu34_bcf_p2,0.5,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu35_bde_p2,0.3333333333333333,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu40_bdf_p2,0.7272727272727273,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu5_bcf_p2,0.3076923076923077,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu8_bce_p2,0.9333333333333332,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
stu9_bcf_p2,1.0,Greedy,0.0,,,,0.8,Focused,p2,0.0,0.0,0.0,,
pro10_bdf_p2,0.75,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro11_bcf_p2,0.6,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro12_bdf_p2,0.15,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro14_bdf_p2,0.3,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro16_bce_p2,0.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro19_bcf_p2,0.2307692307692307,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro1_bcf_p2,0.5,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro26_bde_p2,0.6666666666666666,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro27_bcf_p2,0.6,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro28_bce_p2,0.875,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro2_bce_p2,0.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro30_bde_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro32_bdf_p2,0.7272727272727273,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro4_bce_p2,0.875,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro6_bde_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro7_bde_p2,0.75,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu12_bdf_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu14_bcf_p2,0.6666666666666666,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu16_bcf_p2,0.5714285714285714,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu18_bde_p2,0.7368421052631579,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu19_bde_p2,0.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu1_bce_p2,0.1111111111111111,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu20_bdf_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu22_bde_p2,0.2666666666666666,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu23_bdf_p2,0.9230769230769232,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu27_bdf_p2,0.0909090909090909,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu28_bde_p2,0.8571428571428571,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu2_bce_p2,0.0909090909090909,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu32_bce_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu33_bce_p2,0.3333333333333333,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu34_bcf_p2,0.5,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu35_bde_p2,0.3333333333333333,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu40_bdf_p2,0.7272727272727273,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu5_bcf_p2,0.5384615384615384,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu8_bce_p2,0.9333333333333332,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
stu9_bcf_p2,1.0,HMM,,,,,0.8,Focused,p2,0.0,0.0,,,
pro10_bdf_p2,0.75,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro11_bcf_p2,0.2,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro12_bdf_p2,0.35,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro14_bdf_p2,0.4,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro16_bce_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro19_bcf_p2,0.6153846153846154,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro1_bcf_p2,0.1666666666666666,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro26_bde_p2,0.3333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro27_bcf_p2,0.1,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro28_bce_p2,0.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro2_bce_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro30_bde_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro32_bdf_p2,0.1818181818181818,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro4_bce_p2,0.875,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro6_bde_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro7_bde_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu12_bdf_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu14_bcf_p2,0.3333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu16_bcf_p2,0.0714285714285714,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu18_bde_p2,0.0526315789473684,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu19_bde_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu1_bce_p2,0.1111111111111111,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu20_bdf_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu22_bde_p2,0.2333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu23_bdf_p2,0.0769230769230769,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu27_bdf_p2,0.0909090909090909,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu28_bde_p2,0.4285714285714285,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu2_bce_p2,0.2727272727272727,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu32_bce_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu33_bce_p2,0.3333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu34_bcf_p2,0.1666666666666666,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu35_bde_p2,0.5555555555555556,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu40_bdf_p2,0.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu5_bcf_p2,0.3076923076923077,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu8_bce_p2,0.5333333333333333,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
stu9_bcf_p2,1.0,Momentum,"[0, 0, 0]",,,,0.8,Focused,p2,0.0,0.0,,,
pro1_bcf_p2,0.6666666666666666,QLearn,0,,,,0.8,Focused,p2,0.0001,0.05,1.0769230769230769,0.0,0.05
pro26_bde_p2,0.6666666666666666,QLearn,0,,,,0.8,Focused,p2,0.0001,0.8,1.0769230769230769,0.0,0.1
pro16_bce_p2,1.0,QLearn,0,,,,0.8,Focused,p2,0.0001,0.5,1.0666666666666669,0.0,0.1
pro28_bce_p2,1.0,QLearn,0,,,,0.8,Focused,p2,0.5,0.05,1.0588235294117647,0.0,0.1
pro10_bdf_p2,0.875,QLearn,0,,,,0.8,Focused,p2,0.001,0.1,1.0588235294117645,0.0,0.05
pro14_bdf_p2,0.3,QLearn,0,,,,0.8,Focused,p2,0.01,0.05,1.0476190476190477,0.0,0.1
pro27_bcf_p2,0.6,QLearn,0,,,,0.8,Focused,p2,0.1,0.1,1.0476190476190477,0.0,0.1
pro11_bcf_p2,0.7,QLearn,0,,,,0.8,Focused,p2,0.0001,0.5,1.0476190476190477,0.0,0.05
