Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro1_bcf_p4,0.8,0.0001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro16_bce_p4,0.8,0.001,0.1,1.0,0.5909090909090909,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro14_bdf_p4,0.8,0.001,0.9,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro27_bcf_p4,0.8,0.001,0.2,1.0,0.36,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro26_bde_p4,0.8,0.1,0.05,1.0,0.7575757575757576,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro11_bcf_p4,0.8,0.001,0.05,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro12_bdf_p4,0.8,0.001,0.1,1.0,0.3157894736842105,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro4_bce_p4,0.8,0.001,0.05,1.0,0.7894736842105263,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro28_bce_p4,0.8,0.001,0.1,1.0,0.4042553191489361,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro10_bdf_p4,0.8,0.001,0.1,1.0,0.3191489361702128,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro7_bde_p4,0.8,0.001,0.8,1.0,0.5,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro19_bcf_p4,0.8,0.001,0.05,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro2_bce_p4,0.8,0.001,0.1,1.0,0.4883720930232558,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro6_bde_p4,0.8,0.0001,0.1,1.0,0.6857142857142857,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu20_bdf_p4,0.8,0.1,0.2,1.0,0.6,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu14_bcf_p4,0.8,0.0001,0.1,1.0,0.6896551724137931,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro30_bde_p4,0.8,0.001,0.05,1.0,0.6727272727272727,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,pro32_bdf_p4,0.8,0.0001,0.8,1.0,0.5076923076923077,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu19_bde_p4,0.8,0.5,0.9,1.0,0.46875,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu18_bde_p4,0.8,0.1,0.9,1.0,0.8378378378378378,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu1_bce_p4,0.8,0.0001,0.05,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu22_bde_p4,0.8,0.1,0.05,1.0,0.52,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu16_bcf_p4,0.8,0.01,0.2,1.0,0.8431372549019608,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu23_bdf_p4,0.8,0.0001,0.05,1.0,0.7666666666666667,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu12_bdf_p4,0.8,0.001,0.05,1.0,0.6984126984126984,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu34_bcf_p4,0.8,0.5,0.9,1.0,0.9375,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu35_bde_p4,0.8,0.001,0.2,1.0,0.75,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu5_bcf_p4,0.8,0.1,0.05,1.0,0.7333333333333333,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu40_bdf_p4,0.8,0.001,0.1,1.0,0.5263157894736842,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu8_bce_p4,0.8,0.001,0.2,1.0,0.5263157894736842,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu32_bce_p4,0.8,0.0001,0.8,1.0,0.8205128205128205,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu33_bce_p4,0.8,0.1,0.9,1.0,0.6216216216216216,"[None, None, None]",0.0,0.0,Openended,p4
ActorCritic,stu27_bdf_p4,0.8,0.01,0.1,1.0,0.5833333333333334,"[None, None, None]",0.0,0.0,Openended,p4
