User_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State,Task
0,mouseover a related chart,mark:tick;encoding:US_Gross-quantitative-x,1606857640469,0.5444444444444444,modify-1,"['None', 'None', 'US_Gross']","[1, 16, 16]",Foraging,p1
4,clicked on a field,add Creative_Type,1606857645738,1.1,same,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,p1
5,main chart changed because of clicking a field,"mark:bar;encoding:-quantitative-x<aggregate>count,Creative_Type-nominal-y",1606857645776,1.1,modify-1,"['Creative_Type', 'None', 'None']","[11, 16, 16]",Foraging,p1
6,clicked on a field,add Source,1606857647940,1.0722222222222222,modify-1,"['None', 'None', 'Source']","[9, 16, 16]",Foraging,p1
7,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-y",1606857647974,2.0722222222222224,modify-2,"['Creative_Type', 'None', 'Source']","[9, 11, 16]",Foraging,p1
8,clicked on a field,add Title,1606857648989,0.8777777777777778,modify-2,"['None', 'None', 'Title']","[0, 16, 16]",Foraging,p1
9,main chart changed because of clicking a field,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857649026,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Foraging,p1
10,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857649553,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
11,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857650756,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
12,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857651735,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
13,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857651736,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
14,scroll on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857652284,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
25,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857653186,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
26,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857662768,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
29,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857665902,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
35,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857667852,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
38,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857668435,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
40,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857669685,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
49,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857671152,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
50,mouseover on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857672185,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
55,mouseout on the specified chart,"mark:point;encoding:-quantitative-size<aggregate>count,Creative_Type-nominal-x,Source-nominal-color,Title-nominal-y",1606857673118,2.85,same,"['Creative_Type', 'Source', 'Title']","[0, 9, 11]",Sensemaking,p1
