Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
SARSA,pro24_adf_p2,0.05,0.0001,0.05,0,0.625,0,1.0,0.01
SARSA,pro24_adf_p2,0.1,0.0001,0.05,0,0.6956521739130435,0,1.0,0.1
SARSA,pro24_adf_p2,0.2,0.0001,0.2,0,0.6,0,1.0,0.1
SARSA,pro24_adf_p2,0.3,0.0001,0.5,0,0.6111111111111112,0,1.0,0.7
SARSA,pro24_adf_p2,0.4,0.001,0.8,0,0.5333333333333333,0,1.0,0.5
SARSA,pro24_adf_p2,0.5,0.0001,0.8,0,0.7692307692307693,0,1.0,0.1
SARSA,pro24_adf_p2,0.6,0.001,0.2,0,0.7,0,1.0,0.1
SARSA,pro24_adf_p2,0.7,0.0001,0.99,0,0.625,0,1.0,0.05
SARSA,pro24_adf_p2,0.8,0.0001,0.05,0,0.8,0,1.0,0.1
SARSA,pro24_adf_p2,0.9,0.01,0.05,0,1.0,0,1.0,0.05
SARSA,pro25_acf_p2,0.05,0.0001,0.05,0,0.5833333333333334,0,1.0,0.01
SARSA,pro25_acf_p2,0.1,0.0001,0.05,0,0.5652173913043478,0,1.0,0.01
SARSA,pro25_acf_p2,0.2,0.0001,0.05,0,0.6,0,1.0,0.01
SARSA,pro25_acf_p2,0.3,0.0001,0.05,0,0.5555555555555556,0,1.0,0.05
SARSA,pro25_acf_p2,0.4,0.0001,0.2,0,0.4666666666666667,0,1.0,0.1
SARSA,pro25_acf_p2,0.5,0.01,0.05,0,0.46153846153846156,0,1.0,0.05
SARSA,pro25_acf_p2,0.6,0.0001,0.05,0,0.5,0,1.0,0.01
SARSA,pro25_acf_p2,0.7,0.0001,0.1,0,0.75,0,1.0,0.1
SARSA,pro25_acf_p2,0.8,0.5,0.05,0,1.0,0,1.0,0.1
SARSA,pro25_acf_p2,0.9,0.001,0.05,0,1.0,0,1.0,0.1
SARSA,pro18_adf_p2,0.05,0.0001,0.05,0,0.8518518518518519,0,1.0,0.01
SARSA,pro18_adf_p2,0.1,0.0001,0.05,0,0.8461538461538461,0,1.0,0.01
SARSA,pro18_adf_p2,0.2,0.0001,0.05,0,0.8260869565217391,0,1.0,0.01
SARSA,pro18_adf_p2,0.3,0.5,0.5,0,0.85,0,1.0,0.1
SARSA,pro18_adf_p2,0.4,0.0001,0.2,0,0.8823529411764706,0,1.0,0.1
SARSA,pro18_adf_p2,0.5,0.0001,0.05,0,1.0,0,1.0,0.05
SARSA,pro18_adf_p2,0.6,0.0001,0.5,0,1.0,0,1.0,0.1
SARSA,pro18_adf_p2,0.7,0.0001,0.05,0,1.0,0,1.0,0.05
SARSA,pro18_adf_p2,0.8,0.0001,0.1,0,1.0,0,1.0,0.05
SARSA,pro18_adf_p2,0.9,0.001,0.1,0,1.0,0,1.0,0.01
SARSA,pro13_ace_p2,0.05,0.0001,0.1,0,0.4444444444444444,0,1.0,0.7
SARSA,pro13_ace_p2,0.1,0.0001,0.1,0,0.5769230769230769,0,1.0,0.5
SARSA,pro13_ace_p2,0.2,0.001,0.5,0,0.34782608695652173,0,1.0,0.7
SARSA,pro13_ace_p2,0.3,0.0001,0.8,0,0.65,0,1.0,0.1
SARSA,pro13_ace_p2,0.4,0.0001,0.5,0,0.5882352941176471,0,1.0,0.5
SARSA,pro13_ace_p2,0.5,0.0001,0.99,0,0.07142857142857142,0,1.0,0.1
SARSA,pro13_ace_p2,0.6,0.5,0.5,0,0.25,0,1.0,1.0
SARSA,pro13_ace_p2,0.7,0.001,0.8,0,0.8888888888888888,0,1.0,0.1
SARSA,pro13_ace_p2,0.8,0.0001,0.2,0,1.0,0,1.0,0.1
SARSA,pro13_ace_p2,0.9,0.0001,0.9,0,1.0,0,1.0,0.1
SARSA,pro15_ade_p2,0.05,0.001,0.05,0,0.3958333333333333,0,1.0,0.7
SARSA,pro15_ade_p2,0.1,0.0001,0.2,0,0.5111111111111111,0,1.0,0.5
SARSA,pro15_ade_p2,0.2,0.0001,0.05,0,0.7,0,1.0,0.1
SARSA,pro15_ade_p2,0.3,0.5,0.8,0,0.7142857142857143,0,1.0,0.1
SARSA,pro15_ade_p2,0.4,0.5,0.05,0,0.8,0,1.0,0.1
SARSA,pro15_ade_p2,0.5,0.5,0.05,0,0.72,0,1.0,0.1
SARSA,pro15_ade_p2,0.6,0.5,0.05,0,0.7,0,1.0,0.05
SARSA,pro15_ade_p2,0.7,0.5,0.05,0,0.7333333333333333,0,1.0,0.1
SARSA,pro15_ade_p2,0.8,0.5,0.1,0,0.6,0,1.0,0.1
SARSA,pro15_ade_p2,0.9,0.0001,0.9,0,0.8,0,1.0,0.1
SARSA,pro31_adf_p2,0.05,0.0001,0.05,0,0.5,0,1.0,0.01
SARSA,pro31_adf_p2,0.1,0.0001,0.05,0,0.46153846153846156,0,1.0,0.01
SARSA,pro31_adf_p2,0.2,0.0001,0.2,0,0.5,0,1.0,1.0
SARSA,pro31_adf_p2,0.3,0.01,0.99,0,0.6,0,1.0,0.7
SARSA,pro31_adf_p2,0.4,1.0,0.1,0,0.7777777777777778,0,1.0,0.7
SARSA,pro31_adf_p2,0.5,0.0001,0.1,0,0.42857142857142855,0,1.0,0.7
SARSA,pro31_adf_p2,0.6,0.0001,0.8,0,0.6666666666666666,0,1.0,0.5
SARSA,pro31_adf_p2,0.7,0.0001,0.2,0,0.4,0,1.0,0.5
SARSA,pro31_adf_p2,0.8,0.0001,0.05,0,0.6666666666666666,0,1.0,0.7
SARSA,pro31_adf_p2,0.9,0.0001,0.2,0,0.5,0,1.0,0.5
SARSA,pro29_ace_p2,0.05,0.0001,0.05,0,0.5714285714285714,0,1.0,0.5
SARSA,pro29_ace_p2,0.1,0.0001,0.05,0,0.75,0,1.0,0.05
SARSA,pro29_ace_p2,0.2,1.0,0.1,0,0.6666666666666666,0,1.0,0.7
SARSA,pro29_ace_p2,0.3,0.0001,0.1,0,0.5625,0,1.0,0.7
SARSA,pro29_ace_p2,0.4,0.0001,0.05,0,0.8571428571428571,0,1.0,0.1
SARSA,pro29_ace_p2,0.5,0.0001,0.8,0,0.7272727272727273,0,1.0,0.7
SARSA,pro29_ace_p2,0.6,0.001,0.5,0,1.0,0,1.0,0.1
SARSA,pro29_ace_p2,0.7,0.001,0.99,0,1.0,0,1.0,0.5
SARSA,pro29_ace_p2,0.8,0.001,0.9,0,1.0,0,1.0,0.05
SARSA,pro29_ace_p2,0.9,0.001,0.1,0,1.0,0,1.0,0.1
