User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro13_ace_p2,0.5357142857142857,0.05,0,0,HMM
pro13_ace_p2,0.5384615384615384,0.1,0,0,HMM
pro13_ace_p2,0.5652173913043478,0.2,0,0,HMM
pro13_ace_p2,0.2857142857142857,0.3,0,0,HMM
pro13_ace_p2,0.1111111111111111,0.4,0,0,HMM
pro13_ace_p2,0.0,0.5,0,0,HMM
pro13_ace_p2,0.75,0.6,0,0,HMM
pro13_ace_p2,0.2222222222222222,0.7,0,0,HMM
pro13_ace_p2,0.8571428571428571,0.8,0,0,HMM
pro13_ace_p2,0.75,0.9,0,0,HMM
pro15_ade_p2,0.16326530612244897,0.05,0,0,HMM
pro15_ade_p2,0.5,0.1,0,0,HMM
pro15_ade_p2,0.21951219512195122,0.2,0,0,HMM
pro15_ade_p2,0.16666666666666666,0.3,0,0,HMM
pro15_ade_p2,0.7741935483870968,0.4,0,0,HMM
pro15_ade_p2,0.7692307692307693,0.5,0,0,HMM
pro15_ade_p2,0.7142857142857143,0.6,0,0,HMM
pro15_ade_p2,0.6875,0.7,0,0,HMM
pro15_ade_p2,0.5454545454545454,0.8,0,0,HMM
pro15_ade_p2,0.8333333333333334,0.9,0,0,HMM
pro17_ace_p2,0.34831460674157305,0.05,0,0,HMM
pro17_ace_p2,0.3176470588235294,0.1,0,0,HMM
pro17_ace_p2,0.38666666666666666,0.2,0,0,HMM
pro17_ace_p2,0.5,0.3,0,0,HMM
pro17_ace_p2,0.47368421052631576,0.4,0,0,HMM
pro17_ace_p2,0.5,0.5,0,0,HMM
pro17_ace_p2,0.42105263157894735,0.6,0,0,HMM
pro17_ace_p2,0.41379310344827586,0.7,0,0,HMM
pro17_ace_p2,0.4,0.8,0,0,HMM
pro17_ace_p2,0.6,0.9,0,0,HMM
pro18_adf_p2,0.8571428571428571,0.05,0,0,HMM
pro18_adf_p2,0.8461538461538461,0.1,0,0,HMM
pro18_adf_p2,0.8260869565217391,0.2,0,0,HMM
pro18_adf_p2,0.047619047619047616,0.3,0,0,HMM
pro18_adf_p2,0.16666666666666666,0.4,0,0,HMM
pro18_adf_p2,1.0,0.5,0,0,HMM
pro18_adf_p2,1.0,0.6,0,0,HMM
pro18_adf_p2,1.0,0.7,0,0,HMM
pro18_adf_p2,1.0,0.8,0,0,HMM
pro18_adf_p2,1.0,0.9,0,0,HMM
pro20_ade_p2,0.6417910447761194,0.05,0,0,HMM
pro20_ade_p2,0.49206349206349204,0.1,0,0,HMM
pro20_ade_p2,0.48214285714285715,0.2,0,0,HMM
pro20_ade_p2,0.42857142857142855,0.3,0,0,HMM
pro20_ade_p2,0.42857142857142855,0.4,0,0,HMM
pro20_ade_p2,0.19444444444444445,0.5,0,0,HMM
pro20_ade_p2,0.41379310344827586,0.6,0,0,HMM
pro20_ade_p2,0.3181818181818182,0.7,0,0,HMM
pro20_ade_p2,0.2,0.8,0,0,HMM
pro20_ade_p2,1.0,0.9,0,0,HMM
pro21_ade_p2,0.52,0.05,0,0,HMM
pro21_ade_p2,0.5352112676056338,0.1,0,0,HMM
pro21_ade_p2,0.3333333333333333,0.2,0,0,HMM
pro21_ade_p2,0.23214285714285715,0.3,0,0,HMM
pro21_ade_p2,0.2708333333333333,0.4,0,0,HMM
pro21_ade_p2,0.45,0.5,0,0,HMM
pro21_ade_p2,0.375,0.6,0,0,HMM
pro21_ade_p2,0.625,0.7,0,0,HMM
pro21_ade_p2,0.7058823529411765,0.8,0,0,HMM
pro21_ade_p2,0.7777777777777778,0.9,0,0,HMM
pro22_ade_p2,0.5176470588235295,0.05,0,0,HMM
pro22_ade_p2,0.4625,0.1,0,0,HMM
pro22_ade_p2,0.4507042253521127,0.2,0,0,HMM
pro22_ade_p2,0.5079365079365079,0.3,0,0,HMM
pro22_ade_p2,0.35185185185185186,0.4,0,0,HMM
pro22_ade_p2,0.5111111111111111,0.5,0,0,HMM
pro22_ade_p2,0.5555555555555556,0.6,0,0,HMM
pro22_ade_p2,0.14814814814814814,0.7,0,0,HMM
pro22_ade_p2,0.631578947368421,0.8,0,0,HMM
pro22_ade_p2,0.6,0.9,0,0,HMM
pro23_acf_p2,0.5858585858585859,0.05,0,0,HMM
pro23_acf_p2,0.14893617021276595,0.1,0,0,HMM
pro23_acf_p2,0.30120481927710846,0.2,0,0,HMM
pro23_acf_p2,0.1506849315068493,0.3,0,0,HMM
pro23_acf_p2,0.5079365079365079,0.4,0,0,HMM
pro23_acf_p2,0.4807692307692308,0.5,0,0,HMM
