Time,State,action,reward,visualization,subtask
00:35:57,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:11,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,3
00:36:14,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,3
00:36:15,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:22,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,3
00:36:25,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,3
00:36:26,(Sensemaking+geo-0-1),pan,0.0,geo-0-1,3
00:36:27,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:28,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:29,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:30,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:31,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:32,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:33,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:34,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:35,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:36,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:38,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:39,(Sensemaking+geo-0-1),range select,0.0,geo-0-1,3
00:36:43,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:44,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:45,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:46,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:47,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:49,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:50,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:51,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:52,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:53,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:54,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:55,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:36:56,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:37:00,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:37:01,(Sensemaking+hist-3),brush,0.0,hist-3,3
00:37:01,(Sensemaking+hist-4),brush,0.0,hist-4,3
00:37:03,(Sensemaking+geo-0-1),pan,0.25,geo-0-1,3
00:37:04,(Sensemaking+geo-0-1),pan,0.25,geo-0-1,3
00:37:05,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:06,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:07,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:08,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:09,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:09,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:09,(Sensemaking+hist-3),brush,0.25,hist-3,3
00:37:09,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:10,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:11,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:13,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:14,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:15,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:16,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:17,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:18,(Sensemaking+hist-2),brush,0.25,hist-2,3
00:37:19,(Sensemaking+hist-2),range select,0.25,hist-2,3
00:37:20,(Sensemaking+geo-0-1),pan,0.25,geo-0-1,3
00:37:21,(Sensemaking+geo-0-1),pan,0.25,geo-0-1,3
00:37:27,(Sensemaking+hist-3),brush,0.25,hist-3,3
00:37:28,(Sensemaking+hist-3),brush,0.25,hist-3,3
00:37:29,(Sensemaking+hist-3),brush,0.25,hist-3,3
00:37:30,(Sensemaking+hist-3),brush,0.25,hist-3,3
00:37:31,(Sensemaking+hist-3),brush,0.25,hist-3,3
