User,Accuracy,Threshold,LearningRate,Discount,Algorithm,StateAccuracy,Reward
pro13_ace_p1,0.25,0.05,,,Random,0,
pro13_ace_p1,0.26956521739130435,0.1,,,Random,0,
pro13_ace_p1,0.25,0.2,,,Random,0,
pro13_ace_p1,0.2777777777777778,0.3,,,Random,0,
pro13_ace_p1,0.22666666666666666,0.4,,,Random,0,
pro13_ace_p1,0.27692307692307694,0.5,,,Random,0,
pro13_ace_p1,0.31999999999999995,0.6,,,Random,0,
pro13_ace_p1,0.25,0.7,,,Random,0,
pro13_ace_p1,0.24,0.8,,,Random,0,
pro13_ace_p1,0.26666666666666666,0.9,,,Random,0,
pro15_ade_p1,0.2333333333333333,0.05,,,Random,0,
pro15_ade_p1,0.19130434782608696,0.1,,,Random,0,
pro15_ade_p1,0.19,0.2,,,Random,0,
pro15_ade_p1,0.17777777777777776,0.3,,,Random,0,
pro15_ade_p1,0.22666666666666666,0.4,,,Random,0,
pro15_ade_p1,0.27692307692307694,0.5,,,Random,0,
pro15_ade_p1,0.36,0.6,,,Random,0,
pro15_ade_p1,0.275,0.7,,,Random,0,
pro15_ade_p1,0.24000000000000005,0.8,,,Random,0,
pro15_ade_p1,0.26666666666666666,0.9,,,Random,0,
pro17_ace_p1,0.21960784313725493,0.05,,,Random,0,
pro17_ace_p1,0.20833333333333331,0.1,,,Random,0,
pro17_ace_p1,0.24651162790697673,0.2,,,Random,0,
pro17_ace_p1,0.23684210526315788,0.3,,,Random,0,
pro17_ace_p1,0.24375,0.4,,,Random,0,
pro17_ace_p1,0.23703703703703702,0.5,,,Random,0,
pro17_ace_p1,0.23636363636363633,0.6,,,Random,0,
pro17_ace_p1,0.2875,0.7,,,Random,0,
pro17_ace_p1,0.2909090909090909,0.8,,,Random,0,
pro17_ace_p1,0.23333333333333334,0.9,,,Random,0,
pro18_adf_p1,0.225,0.05,,,Random,0,
pro18_adf_p1,0.28,0.1,,,Random,0,
pro18_adf_p1,0.275,0.2,,,Random,0,
pro18_adf_p1,0.26857142857142857,0.3,,,Random,0,
pro18_adf_p1,0.30666666666666664,0.4,,,Random,0,
pro18_adf_p1,0.248,0.5,,,Random,0,
pro18_adf_p1,0.27,0.6,,,Random,0,
pro18_adf_p1,0.26666666666666666,0.7,,,Random,0,
pro18_adf_p1,0.24,0.8,,,Random,0,
pro18_adf_p1,0.16,0.9,,,Random,0,
pro20_ade_p1,0.3085714285714286,0.05,,,Random,0,
pro20_ade_p1,0.2606060606060606,0.1,,,Random,0,
pro20_ade_p1,0.2551724137931034,0.2,,,Random,0,
pro20_ade_p1,0.26153846153846155,0.3,,,Random,0,
pro20_ade_p1,0.2545454545454545,0.4,,,Random,0,
pro20_ade_p1,0.3111111111111111,0.5,,,Random,0,
pro20_ade_p1,0.29333333333333333,0.6,,,Random,0,
pro20_ade_p1,0.2909090909090909,0.7,,,Random,0,
pro20_ade_p1,0.2,0.8,,,Random,0,
pro20_ade_p1,0.3,0.9,,,Random,0,
pro21_ade_p1,0.21176470588235294,0.05,,,Random,0,
pro21_ade_p1,0.28888888888888886,0.1,,,Random,0,
pro21_ade_p1,0.23333333333333334,0.2,,,Random,0,
pro21_ade_p1,0.24761904761904757,0.3,,,Random,0,
pro21_ade_p1,0.2,0.4,,,Random,0,
pro21_ade_p1,0.22222222222222224,0.5,,,Random,0,
pro21_ade_p1,0.28888888888888886,0.6,,,Random,0,
pro21_ade_p1,0.2962962962962962,0.7,,,Random,0,
pro21_ade_p1,0.29999999999999993,0.8,,,Random,0,
pro21_ade_p1,0.17777777777777776,0.9,,,Random,0,
pro22_ade_p1,0.253125,0.05,,,Random,0,
pro22_ade_p1,0.2688524590163935,0.1,,,Random,0,
pro22_ade_p1,0.22592592592592592,0.2,,,Random,0,
pro22_ade_p1,0.2638297872340426,0.3,,,Random,0,
pro22_ade_p1,0.20975609756097563,0.4,,,Random,0,
pro22_ade_p1,0.2705882352941177,0.5,,,Random,0,
pro22_ade_p1,0.2962962962962963,0.6,,,Random,0,
pro22_ade_p1,0.2095238095238095,0.7,,,Random,0,
pro22_ade_p1,0.22857142857142856,0.8,,,Random,0,
pro22_ade_p1,0.14285714285714285,0.9,,,Random,0,
pro23_acf_p1,0.22264150943396227,0.05,,,Random,0,
pro23_acf_p1,0.21200000000000002,0.1,,,Random,0,
pro23_acf_p1,0.22272727272727275,0.2,,,Random,0,
pro23_acf_p1,0.25128205128205133,0.3,,,Random,0,
pro23_acf_p1,0.2181818181818182,0.4,,,Random,0,
pro23_acf_p1,0.2785714285714286,0.5,,,Random,0,
pro23_acf_p1,0.1727272727272727,0.6,,,Random,0,
pro23_acf_p1,0.3058823529411765,0.7,,,Random,0,
pro23_acf_p1,0.23636363636363633,0.8,,,Random,0,
pro23_acf_p1,0.19999999999999998,0.9,,,Random,0,
pro24_adf_p1,0.25625,0.05,,,Random,0,
pro24_adf_p1,0.29333333333333333,0.1,,,Random,0,
pro24_adf_p1,0.3037037037037037,0.2,,,Random,0,
pro24_adf_p1,0.2583333333333333,0.3,,,Random,0,
pro24_adf_p1,0.24,0.4,,,Random,0,
pro24_adf_p1,0.16470588235294117,0.5,,,Random,0,
pro24_adf_p1,0.1571428571428571,0.6,,,Random,0,
pro24_adf_p1,0.21999999999999997,0.7,,,Random,0,
pro24_adf_p1,0.3428571428571428,0.8,,,Random,0,
pro24_adf_p1,0.3,0.9,,,Random,0,
pro25_acf_p1,0.3111111111111111,0.05,,,Random,0,
pro25_acf_p1,0.26666666666666666,0.1,,,Random,0,
pro25_acf_p1,0.25,0.2,,,Random,0,
pro25_acf_p1,0.17142857142857143,0.3,,,Random,0,
pro25_acf_p1,0.13333333333333333,0.4,,,Random,0,
pro25_acf_p1,0.31999999999999995,0.5,,,Random,0,
pro25_acf_p1,0.35,0.6,,,Random,0,
pro25_acf_p1,0.3333333333333333,0.7,,,Random,0,
pro25_acf_p1,0.6,0.8,,,Random,0,
pro25_acf_p1,0.0,0.9,,,Random,0,
pro29_ace_p1,0.2608695652173913,0.05,,,Random,0,
pro29_ace_p1,0.26206896551724135,0.1,,,Random,0,
pro29_ace_p1,0.24675324675324672,0.2,,,Random,0,
pro29_ace_p1,0.23823529411764705,0.3,,,Random,0,
pro29_ace_p1,0.2793103448275862,0.4,,,Random,0,
