Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
ActorCritic,pro25_acf_p1,0.05,0.0001,0.05,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.1,0.0001,0.1,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.2,0.0001,0.5,1,0.625,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.3,0.0001,0.05,1,0.7142857142857143,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.4,0.0001,0.5,1,1.0,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.5,0.001,0.8,1,0.0,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.6,0.0001,0.99,1,0.0,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.7,0.001,0.1,1,1.0,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.8,0.0001,0.05,1,1.0,"[None, None, None]",0,0
ActorCritic,pro25_acf_p1,0.9,0.0001,0.1,1,1.0,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.05,0.01,0.9,1,0.7083333333333334,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.1,0.0001,0.9,1,0.7391304347826086,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.2,0.0001,0.9,1,0.7,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.3,0.001,0.99,1,0.7222222222222222,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.4,0.0001,0.9,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.5,0.0001,0.1,1,0.6153846153846154,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.6,0.001,0.5,1,0.5,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.7,0.0001,0.99,1,0.5,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.8,0.0001,0.9,1,0.8,"[None, None, None]",0,0
ActorCritic,pro15_ade_p1,0.9,0.0001,0.5,1,0.6666666666666666,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.05,0.0001,0.1,1,0.7916666666666666,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.1,0.1,0.8,1,0.8260869565217391,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.2,0.0001,0.5,1,0.8,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.3,0.001,0.2,1,0.8888888888888888,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.4,0.0001,0.05,1,1.0,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.5,0.0001,0.1,1,1.0,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.6,0.0001,0.5,1,1.0,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.7,0.0001,0.5,1,1.0,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.8,0.0001,0.2,1,1.0,"[None, None, None]",0,0
ActorCritic,pro13_ace_p1,0.9,0.0001,0.2,1,1.0,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.05,0.0001,0.8,1,0.40625,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.1,0.0001,0.9,1,0.5,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.2,0.0001,0.9,1,0.5185185185185185,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.3,0.0001,0.8,1,0.4166666666666667,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.4,0.001,0.05,1,0.55,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.5,0.0001,0.9,1,0.35294117647058826,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.6,0.0001,0.8,1,0.7142857142857143,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.7,0.1,0.5,1,0.7,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.8,0.0001,0.5,1,0.14285714285714285,"[None, None, None]",0,0
ActorCritic,pro24_adf_p1,0.9,0.5,0.8,1,1.0,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.05,0.0001,0.5,1,0.6285714285714286,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.1,0.0001,0.99,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.2,0.0001,0.8,1,0.6896551724137931,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.3,0.01,0.5,1,0.2692307692307692,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.4,0.001,0.05,1,0.7727272727272727,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.5,0.1,0.2,1,0.7777777777777778,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.6,0.001,0.8,1,0.8,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.7,0.1,0.9,1,0.8181818181818182,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.8,0.001,0.9,1,0.75,"[None, None, None]",0,0
ActorCritic,pro20_ade_p1,0.9,0.0001,0.8,1,0.5,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.05,0.0001,0.05,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.1,0.0001,0.05,1,0.5111111111111111,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.2,0.001,0.05,1,0.575,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.3,0.001,0.5,1,0.5142857142857142,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.4,0.001,0.2,1,0.43333333333333335,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.5,0.0001,0.9,1,0.36,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.6,0.001,0.5,1,0.35,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.7,0.1,0.9,1,0.3333333333333333,"[None, None, None]",0,0
ActorCritic,pro18_adf_p1,0.8,0.001,0.8,1,0.4,"[None, None, None]",0,0
