participant_id,user,threshold,ncp-1,rank
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,24.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,25.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,26.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,27.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,28.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,29.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,22.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,30.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,32.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,33.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,34.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,35.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,36.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,37.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,38.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,31.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,20.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,11.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,19.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,3.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,4.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,5.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,6.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,7.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,8.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,9.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,2.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,10.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,12.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,13.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,14.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,15.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,16.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,17.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,18.0
pro10_bdf_p2,pro10_bdf_p2,0.05,0.0,39.0
pro10_bdf_p2,pro10_bdf_p2,0.1,0.0,26.0
