User,Accuracy,Threshold,LearningRate,Discount,Algorithm,StateAccuracy
pro10_bdf_p2,0.07894736842105263,0.05,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.1111111111111111,0.1,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.71875,0.2,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.07142857142857142,0.3,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.7083333333333334,0.4,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.65,0.5,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.5625,0.6,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.4166666666666667,0.7,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,0.75,0.8,0,0,Momentum,"[0, 0, 0]"
pro10_bdf_p2,1.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.41304347826086957,0.05,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.1590909090909091,0.1,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.4358974358974359,0.2,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.17647058823529413,0.3,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.3103448275862069,0.4,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.20833333333333334,0.5,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.45,0.6,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.2,0.7,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.2,0.8,0,0,Momentum,"[0, 0, 0]"
pro11_bcf_p2,0.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.3723404255319149,0.05,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.39325842696629215,0.1,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.4810126582278481,0.2,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.2463768115942029,0.3,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.1864406779661017,0.4,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.16326530612244897,0.5,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.15,0.6,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.06666666666666667,0.7,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.35,0.8,0,0,Momentum,"[0, 0, 0]"
pro12_bdf_p2,0.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.25,0.05,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.5,0.1,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.24324324324324326,0.2,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.3939393939393939,0.3,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.32142857142857145,0.4,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.13043478260869565,0.5,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.3684210526315789,0.6,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.35714285714285715,0.7,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.4,0.8,0,0,Momentum,"[0, 0, 0]"
pro14_bdf_p2,0.2,0.9,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.06451612903225806,0.05,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.3793103448275862,0.1,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.07692307692307693,0.2,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.4782608695652174,0.3,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.25,0.4,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.75,0.5,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.6923076923076923,0.6,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,0.0,0.7,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,1.0,0.8,0,0,Momentum,"[0, 0, 0]"
pro16_bce_p2,1.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.12903225806451613,0.05,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.4745762711864407,0.1,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.17307692307692307,0.2,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.1956521739130435,0.3,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.15384615384615385,0.4,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.15151515151515152,0.5,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.46153846153846156,0.6,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.25,0.7,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.6153846153846154,0.8,0,0,Momentum,"[0, 0, 0]"
pro19_bcf_p2,0.14285714285714285,0.9,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.19230769230769232,0.05,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.08,0.1,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.0,0.2,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.5263157894736842,0.3,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.5882352941176471,0.4,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.5,0.5,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.5454545454545454,0.6,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.1111111111111111,0.7,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.16666666666666666,0.8,0,0,Momentum,"[0, 0, 0]"
pro1_bcf_p2,0.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.6428571428571429,0.05,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.07407407407407407,0.1,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.2916666666666667,0.2,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.47619047619047616,0.3,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.3888888888888889,0.4,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.4,0.5,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.5,0.6,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.1111111111111111,0.7,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.3333333333333333,0.8,0,0,Momentum,"[0, 0, 0]"
pro26_bde_p2,0.3333333333333333,0.9,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.17777777777777778,0.05,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.18604651162790697,0.1,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.13157894736842105,0.2,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.030303030303030304,0.3,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.5172413793103449,0.4,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.5416666666666666,0.5,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.47368421052631576,0.6,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.4,0.7,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.1,0.8,0,0,Momentum,"[0, 0, 0]"
pro27_bcf_p2,0.2,0.9,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.25,0.05,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.23529411764705882,0.1,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.16666666666666666,0.2,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.3076923076923077,0.3,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.30434782608695654,0.4,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.3157894736842105,0.5,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.13333333333333333,0.6,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.25,0.7,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,0.0,0.8,0,0,Momentum,"[0, 0, 0]"
pro28_bce_p2,1.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.28888888888888886,0.05,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.11627906976744186,0.1,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.631578947368421,0.2,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.21212121212121213,0.3,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.6206896551724138,0.4,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.125,0.5,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.21052631578947367,0.6,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,0.13333333333333333,0.7,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,1.0,0.8,0,0,Momentum,"[0, 0, 0]"
pro2_bce_p2,1.0,0.9,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.0625,0.05,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.2,0.1,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.07692307692307693,0.2,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.08333333333333333,0.3,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.0,0.4,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.125,0.5,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,0.0,0.6,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,1.0,0.7,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,1.0,0.8,0,0,Momentum,"[0, 0, 0]"
pro30_bde_p2,1.0,0.9,0,0,Momentum,"[0, 0, 0]"
