User,Accuracy,Threshold
stu9_bcf_p2_logs.csv,0.8181818181818182,0.1
stu9_bcf_p2_logs.csv,0.85,0.2
stu9_bcf_p2_logs.csv,0.9411764705882353,0.3
stu9_bcf_p2_logs.csv,0.9333333333333333,0.4
stu9_bcf_p2_logs.csv,1.0,0.5
stu9_bcf_p2_logs.csv,0.9,0.6
stu9_bcf_p2_logs.csv,1.0,0.7
stu9_bcf_p2_logs.csv,1.0,0.8
stu9_bcf_p2_logs.csv,1.0,0.9
pro4_bce_p2_logs.csv,0.6056338028169014,0.1
pro4_bce_p2_logs.csv,0.5714285714285714,0.2
pro4_bce_p2_logs.csv,0.6,0.3
pro4_bce_p2_logs.csv,0.6382978723404256,0.4
pro4_bce_p2_logs.csv,0.6153846153846154,0.5
pro4_bce_p2_logs.csv,0.625,0.6
pro4_bce_p2_logs.csv,0.7083333333333334,0.7
pro4_bce_p2_logs.csv,0.6875,0.8
pro4_bce_p2_logs.csv,1.0,0.9
stu28_bde_p2_logs.csv,0.4482758620689655,0.1
stu28_bde_p2_logs.csv,0.5,0.2
stu28_bde_p2_logs.csv,0.5217391304347826,0.3
stu28_bde_p2_logs.csv,0.6,0.4
stu28_bde_p2_logs.csv,0.5625,0.5
stu28_bde_p2_logs.csv,0.5384615384615384,0.6
stu28_bde_p2_logs.csv,0.4,0.7
stu28_bde_p2_logs.csv,0.7142857142857143,0.8
stu28_bde_p2_logs.csv,0.5,0.9
stu34_bcf_p2_logs.csv,0.37037037037037035,0.1
stu34_bcf_p2_logs.csv,0.5,0.2
stu34_bcf_p2_logs.csv,0.5714285714285714,0.3
stu34_bcf_p2_logs.csv,0.2777777777777778,0.4
stu34_bcf_p2_logs.csv,0.4,0.5
stu34_bcf_p2_logs.csv,0.3333333333333333,0.6
stu34_bcf_p2_logs.csv,0.1111111111111111,0.7
stu34_bcf_p2_logs.csv,0.3333333333333333,0.8
stu34_bcf_p2_logs.csv,0.3333333333333333,0.9
stu12_bdf_p2_logs.csv,0.7931034482758621,0.1
stu12_bdf_p2_logs.csv,0.7692307692307693,0.2
stu12_bdf_p2_logs.csv,0.8695652173913043,0.3
stu12_bdf_p2_logs.csv,0.9,0.4
stu12_bdf_p2_logs.csv,0.9375,0.5
