User,Accuracy,Algorithm
stu9_bcf_p2_logs.csv,0.8688524590163934,OnlineSVM
pro4_bce_p2_logs.csv,0.5130434782608696,OnlineSVM
stu28_bde_p2_logs.csv,0.7536231884057971,OnlineSVM
stu34_bcf_p2_logs.csv,0.7611940298507462,OnlineSVM
stu12_bdf_p2_logs.csv,0.0,OnlineSVM
stu35_bde_p2_logs.csv,0.4634146341463415,OnlineSVM
stu1_bce_p2_logs.csv,0.0,OnlineSVM
pro32_bdf_p2_logs.csv,0.5804195804195804,OnlineSVM
pro27_bcf_p2_logs.csv,0.6428571428571429,OnlineSVM
stu14_bcf_p2_logs.csv,0.2,OnlineSVM
pro28_bce_p2_logs.csv,0.21621621621621623,OnlineSVM
stu8_bce_p2_logs.csv,0.8018018018018018,OnlineSVM
pro10_bdf_p2_logs.csv,0.6052631578947368,OnlineSVM
pro16_bce_p2_logs.csv,0.7681159420289855,OnlineSVM
stu33_bce_p2_logs.csv,0.11392405063291139,OnlineSVM
pro7_bde_p2_logs.csv,0.7432432432432432,OnlineSVM
stu18_bde_p2_logs.csv,0.7348484848484849,OnlineSVM
pro19_bcf_p2_logs.csv,0.6862745098039216,OnlineSVM
pro30_bde_p2_logs.csv,0.8113207547169812,OnlineSVM
pro11_bcf_p2_logs.csv,0.6235294117647059,OnlineSVM
stu23_bdf_p2_logs.csv,0.6666666666666666,OnlineSVM
pro12_bdf_p2_logs.csv,0.0962962962962963,OnlineSVM
stu5_bcf_p2_logs.csv,0.14,OnlineSVM
pro14_bdf_p2_logs.csv,0.5903614457831325,OnlineSVM
stu40_bdf_p2_logs.csv,0.5909090909090909,OnlineSVM
stu22_bde_p2_logs.csv,0.6065573770491803,OnlineSVM
stu2_bce_p2_logs.csv,0.7934782608695652,OnlineSVM
pro2_bce_p2_logs.csv,0.25,OnlineSVM
stu20_bdf_p2_logs.csv,0.8260869565217391,OnlineSVM
stu16_bcf_p2_logs.csv,0.7830188679245284,OnlineSVM
stu27_bdf_p2_logs.csv,0.7191011235955056,OnlineSVM
pro1_bcf_p2_logs.csv,0.75,OnlineSVM
stu19_bde_p2_logs.csv,0.8,OnlineSVM
pro26_bde_p2_logs.csv,0.7121212121212122,OnlineSVM
pro6_bde_p2_logs.csv,0.7627118644067796,OnlineSVM
stu32_bce_p2_logs.csv,0.7288135593220338,OnlineSVM
