data/zheng/birdstrikes_processed_interactions_p4/pro19_bcf_p4_logs.csv,0.4664179104477612,defaultdict(None, {'same': (137, 0.7664233576642335), 'modify-1': (48, 0.1875), 'modify-2': (69, 0.15942028985507245), 'modify-3': (14, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro10_bdf_p4_logs.csv,0.5021645021645021,defaultdict(None, {'modify-1': (87, 0.25287356321839083), 'same': (111, 0.8288288288288288), 'modify-2': (32, 0.0625), 'modify-3': (1, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro28_bce_p4_logs.csv,0.7012987012987013,defaultdict(None, {'modify-1': (50, 0.1), 'same': (165, 0.9272727272727272), 'modify-2': (15, 0.26666666666666666), 'modify-3': (1, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro12_bdf_p4_logs.csv,0.6417112299465241,defaultdict(None, {'same': (124, 0.967741935483871), 'modify-1': (31, 0.0), 'modify-2': (28, 0.0), 'modify-3': (4, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro16_bce_p4_logs.csv,0.6635514018691588,defaultdict(None, {'modify-1': (27, 0.037037037037037035), 'same': (72, 0.9722222222222222), 'modify-2': (8, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro26_bde_p4_logs.csv,0.49079754601226994,defaultdict(None, {'modify-1': (44, 0.11363636363636363), 'same': (93, 0.7849462365591398), 'modify-2': (24, 0.08333333333333333), 'modify-3': (2, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro14_bdf_p4_logs.csv,0.5652173913043478,defaultdict(None, {'modify-1': (40, 0.075), 'same': (86, 0.8372093023255814), 'modify-2': (9, 0.2222222222222222), 'modify-3': (3, 0.3333333333333333)})
data/zheng/birdstrikes_processed_interactions_p4/pro11_bcf_p4_logs.csv,0.6140350877192983,defaultdict(None, {'modify-1': (36, 0.08333333333333333), 'same': (114, 0.8947368421052632), 'modify-2': (20, 0.0), 'modify-3': (1, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro27_bcf_p4_logs.csv,0.4146341463414634,defaultdict(None, {'same': (62, 0.7580645161290323), 'modify-1': (35, 0.11428571428571428), 'modify-2': (23, 0.0), 'modify-3': (3, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro1_bcf_p4_logs.csv,0.6494845360824743,defaultdict(None, {'same': (64, 0.6875), 'modify-1': (27, 0.7037037037037037), 'modify-2': (6, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro2_bce_p4_logs.csv,0.641860465116279,defaultdict(None, {'same': (120, 0.9583333333333334), 'modify-1': (78, 0.24358974358974358), 'modify-2': (17, 0.23529411764705882)})
data/zheng/birdstrikes_processed_interactions_p4/pro32_bdf_p4_logs.csv,0.4382716049382716,defaultdict(None, {'same': (163, 0.7791411042944786), 'modify-1': (131, 0.09923664122137404), 'modify-2': (28, 0.07142857142857142), 'modify-3': (2, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro30_bde_p4_logs.csv,0.5588235294117647,defaultdict(None, {'modify-1': (96, 0.13541666666666666), 'same': (158, 0.8734177215189873), 'modify-2': (17, 0.058823529411764705), 'modify-3': (1, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/stu12_bdf_p4_logs.csv,0.46325878594249204,defaultdict(None, {'modify-1': (104, 0.16346153846153846), 'same': (201, 0.6368159203980099), 'modify-2': (8, 0.0)})
data/zheng/birdstrikes_processed_interactions_p4/pro6_bde_p4_logs.csv,0.627906976744186,defaultdict(None, {'same': (108, 0.9351851851851852), 'modify-1': (52, 0.09615384615384616), 'modify-2': (12, 0.16666666666666666)})
