Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro18_adf_p4,0.05,0.01,0.05,,0.6027397260273972,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.1,0.001,0.2,,0.5507246376811594,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.2,0.01,0.1,,0.7540983606557377,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.3,0.01,0.05,,0.7037037037037037,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.4,0.1,0.05,,0.6304347826086957,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.5,0.01,0.1,,0.7105263157894737,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.6,0.01,0.1,,0.6451612903225806,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.7,0.01,0.1,,0.6086956521739131,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.8,0.01,0.1,,0.6875,"[None, None, None]",0
Reinforce,pro18_adf_p4,0.9,0.1,0.05,,0.375,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.05,0.0001,0.5,,0.3904761904761905,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.1,0.01,0.05,,0.6464646464646465,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.2,0.01,0.05,,0.125,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.3,0.01,0.05,,0.6883116883116883,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.4,0.01,0.05,,0.06060606060606061,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.5,0.01,0.05,,0.01818181818181818,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.6,0.1,0.2,,0.045454545454545456,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.7,0.01,0.9,,0.7878787878787878,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.8,0.01,0.8,,0.9090909090909091,"[None, None, None]",0
Reinforce,pro23_acf_p4,0.9,0.01,0.05,,0.9090909090909091,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.05,0.01,0.05,,0.20952380952380953,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.1,0.01,0.05,,0.6565656565656566,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.2,0.01,0.05,,0.5909090909090909,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.3,0.01,0.05,,0.5974025974025974,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.4,0.01,0.5,,0.5151515151515151,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.5,0.01,0.05,,0.5454545454545454,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.6,0.01,0.2,,0.5227272727272727,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.7,0.01,0.1,,0.5454545454545454,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.8,0.1,0.05,,0.6818181818181818,"[None, None, None]",0
Reinforce,pro24_adf_p4,0.9,0.01,0.2,,0.6363636363636364,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.05,0.001,0.9,,0.6111111111111112,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.1,0.01,0.5,,0.6078431372549019,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.2,0.01,0.05,,0.6483516483516484,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.3,0.01,0.1,,0.6375,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.4,0.01,0.9,,0.6323529411764706,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.5,0.1,0.2,,0.6140350877192983,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.6,0.01,0.99,,0.6956521739130435,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.7,0.01,0.05,,0.6470588235294118,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.8,0.01,0.8,,0.5652173913043478,"[None, None, None]",0
Reinforce,pro13_ace_p4,0.9,0.01,0.1,,0.75,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.05,0.01,0.1,,0.5963302752293578,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.1,0.01,0.1,,0.6116504854368932,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.2,0.5,0.2,,0.5217391304347826,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.3,0.01,0.2,,0.55,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.4,0.01,0.1,,0.5362318840579711,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.5,0.01,0.05,,0.5614035087719298,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.6,0.01,0.05,,0.6521739130434783,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.7,0.01,0.1,,0.5714285714285714,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.8,0.01,0.1,,0.6086956521739131,"[None, None, None]",0
Reinforce,pro15_ade_p4,0.9,0.1,0.05,,0.5,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.05,0.001,0.5,,0.7076923076923077,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.1,0.01,0.5,,0.7073170731707317,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.2,0.01,0.05,,0.7247706422018348,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.3,0.01,0.9,,0.71875,"[None, None, None]",0
Reinforce,pro22_ade_p4,0.4,0.01,0.9,,0.6951219512195121,"[None, None, None]",0
