Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro25_acf_p1,0.05,0.0001,0.5,,0.3333333333333333,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.1,0.0001,0.8,,0.4444444444444444,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.2,0.0001,0.1,,0.5,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.3,0.001,0.2,,0.42857142857142855,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.4,0.0001,0.05,,0.5,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.5,0.01,0.05,,0.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.6,0.1,0.9,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.7,0.01,0.8,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.8,0.01,0.9,,1.0,"[None, None, None]",0
Reinforce,pro25_acf_p1,0.9,0.01,0.05,,1.0,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.05,0.0001,0.8,,0.4583333333333333,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.1,0.1,0.2,,0.6956521739130435,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.2,0.1,0.1,,0.7,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.3,0.01,0.9,,0.7222222222222222,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.4,0.01,0.05,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.5,0.001,0.2,,0.6153846153846154,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.6,0.01,0.05,,0.5,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.7,1.0,0.8,,0.5,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.8,0.01,0.05,,0.6,"[None, None, None]",0
Reinforce,pro15_ade_p1,0.9,0.01,0.05,,0.6666666666666666,"[None, None, None]",0
Reinforce,pro13_ace_p1,0.05,0.0001,0.2,,0.4230769230769231,"[None, None, None]",0
