User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro13_ace_p1,0.56,0.05,0,0,HMM
pro13_ace_p1,0.4583333333333333,0.1,0,0,HMM
pro13_ace_p1,0.5238095238095238,0.2,0,0,HMM
pro13_ace_p1,0.05555555555555555,0.3,0,0,HMM
pro13_ace_p1,1.0,0.4,0,0,HMM
pro13_ace_p1,1.0,0.5,0,0,HMM
pro13_ace_p1,1.0,0.6,0,0,HMM
pro13_ace_p1,1.0,0.7,0,0,HMM
pro13_ace_p1,1.0,0.8,0,0,HMM
pro13_ace_p1,1.0,0.9,0,0,HMM
pro15_ade_p1,0.72,0.05,0,0,HMM
pro15_ade_p1,0.7083333333333334,0.1,0,0,HMM
pro15_ade_p1,0.19047619047619047,0.2,0,0,HMM
pro15_ade_p1,0.6666666666666666,0.3,0,0,HMM
pro15_ade_p1,0.5,0.4,0,0,HMM
pro15_ade_p1,0.42857142857142855,0.5,0,0,HMM
pro15_ade_p1,0.2727272727272727,0.6,0,0,HMM
pro15_ade_p1,0.25,0.7,0,0,HMM
pro15_ade_p1,0.3333333333333333,0.8,0,0,HMM
pro15_ade_p1,0.25,0.9,0,0,HMM
pro17_ace_p1,0.7058823529411765,0.05,0,0,HMM
pro17_ace_p1,0.7346938775510204,0.1,0,0,HMM
pro17_ace_p1,0.4883720930232558,0.2,0,0,HMM
pro17_ace_p1,0.5,0.3,0,0,HMM
pro17_ace_p1,0.30303030303030304,0.4,0,0,HMM
pro17_ace_p1,0.21428571428571427,0.5,0,0,HMM
pro17_ace_p1,0.45454545454545453,0.6,0,0,HMM
pro17_ace_p1,0.47058823529411764,0.7,0,0,HMM
pro17_ace_p1,0.75,0.8,0,0,HMM
pro17_ace_p1,0.8333333333333334,0.9,0,0,HMM
pro18_adf_p1,0.30612244897959184,0.05,0,0,HMM
pro18_adf_p1,0.5652173913043478,0.1,0,0,HMM
pro18_adf_p1,0.5365853658536586,0.2,0,0,HMM
pro18_adf_p1,0.4722222222222222,0.3,0,0,HMM
pro18_adf_p1,0.41935483870967744,0.4,0,0,HMM
pro18_adf_p1,0.34615384615384615,0.5,0,0,HMM
pro18_adf_p1,0.3333333333333333,0.6,0,0,HMM
pro18_adf_p1,0.375,0.7,0,0,HMM
pro18_adf_p1,0.36363636363636365,0.8,0,0,HMM
pro18_adf_p1,0.6666666666666666,0.9,0,0,HMM
pro20_ade_p1,0.34285714285714286,0.05,0,0,HMM
pro20_ade_p1,0.6666666666666666,0.1,0,0,HMM
pro20_ade_p1,0.36666666666666664,0.2,0,0,HMM
pro20_ade_p1,0.6923076923076923,0.3,0,0,HMM
pro20_ade_p1,0.5217391304347826,0.4,0,0,HMM
pro20_ade_p1,0.42105263157894735,0.5,0,0,HMM
pro20_ade_p1,0.8,0.6,0,0,HMM
pro20_ade_p1,0.8333333333333334,0.7,0,0,HMM
pro20_ade_p1,0.75,0.8,0,0,HMM
pro20_ade_p1,0.6,0.9,0,0,HMM
pro21_ade_p1,0.3488372093023256,0.05,0,0,HMM
pro21_ade_p1,0.5308641975308642,0.1,0,0,HMM
pro21_ade_p1,0.4305555555555556,0.2,0,0,HMM
pro21_ade_p1,0.3492063492063492,0.3,0,0,HMM
pro21_ade_p1,0.3148148148148148,0.4,0,0,HMM
pro21_ade_p1,0.2391304347826087,0.5,0,0,HMM
pro21_ade_p1,0.10810810810810811,0.6,0,0,HMM
pro21_ade_p1,0.0,0.7,0,0,HMM
pro21_ade_p1,0.5789473684210527,0.8,0,0,HMM
pro21_ade_p1,0.0,0.9,0,0,HMM
pro22_ade_p1,0.47692307692307695,0.05,0,0,HMM
pro22_ade_p1,0.5245901639344263,0.1,0,0,HMM
pro22_ade_p1,0.5454545454545454,0.2,0,0,HMM
pro22_ade_p1,0.5833333333333334,0.3,0,0,HMM
pro22_ade_p1,0.4878048780487805,0.4,0,0,HMM
pro22_ade_p1,0.7352941176470589,0.5,0,0,HMM
pro22_ade_p1,0.75,0.6,0,0,HMM
pro22_ade_p1,0.7619047619047619,0.7,0,0,HMM
pro22_ade_p1,1.0,0.8,0,0,HMM
pro22_ade_p1,1.0,0.9,0,0,HMM
pro23_acf_p1,0.5660377358490566,0.05,0,0,HMM
pro23_acf_p1,0.58,0.1,0,0,HMM
pro23_acf_p1,0.6222222222222222,0.2,0,0,HMM
pro23_acf_p1,0.45,0.3,0,0,HMM
pro23_acf_p1,0.5588235294117647,0.4,0,0,HMM
pro23_acf_p1,0.42857142857142855,0.5,0,0,HMM
pro23_acf_p1,0.34782608695652173,0.6,0,0,HMM
pro23_acf_p1,0.16666666666666666,0.7,0,0,HMM
pro23_acf_p1,0.3333333333333333,0.8,0,0,HMM
pro23_acf_p1,0.5,0.9,0,0,HMM
pro24_adf_p1,0.53125,0.05,0,0,HMM
pro24_adf_p1,0.5161290322580645,0.1,0,0,HMM
pro24_adf_p1,0.5925925925925926,0.2,0,0,HMM
pro24_adf_p1,0.5833333333333334,0.3,0,0,HMM
pro24_adf_p1,0.5714285714285714,0.4,0,0,HMM
pro24_adf_p1,0.5555555555555556,0.5,0,0,HMM
pro24_adf_p1,0.7142857142857143,0.6,0,0,HMM
pro24_adf_p1,0.8181818181818182,0.7,0,0,HMM
pro24_adf_p1,0.875,0.8,0,0,HMM
pro24_adf_p1,0.75,0.9,0,0,HMM
pro25_acf_p1,1.0,0.05,0,0,HMM
pro25_acf_p1,0.6666666666666666,0.1,0,0,HMM
pro25_acf_p1,0.25,0.2,0,0,HMM
pro25_acf_p1,0.14285714285714285,0.3,0,0,HMM
pro25_acf_p1,0.5,0.4,0,0,HMM
pro25_acf_p1,0.5,0.5,0,0,HMM
pro25_acf_p1,1.0,0.6,0,0,HMM
pro25_acf_p1,1.0,0.7,0,0,HMM
pro25_acf_p1,1.0,0.8,0,0,HMM
pro25_acf_p1,1.0,0.9,0,0,HMM
pro29_ace_p1,0.6086956521739131,0.05,0,0,HMM
pro29_ace_p1,0.45977011494252873,0.1,0,0,HMM
pro29_ace_p1,0.5641025641025641,0.2,0,0,HMM
pro29_ace_p1,0.5147058823529411,0.3,0,0,HMM
pro29_ace_p1,0.6440677966101694,0.4,0,0,HMM
pro29_ace_p1,0.5102040816326531,0.5,0,0,HMM
pro29_ace_p1,0.46153846153846156,0.6,0,0,HMM
pro29_ace_p1,0.5333333333333333,0.7,0,0,HMM
pro29_ace_p1,0.8,0.8,0,0,HMM
pro29_ace_p1,0.8181818181818182,0.9,0,0,HMM
pro31_adf_p1,0.54,0.05,0,0,HMM
pro31_adf_p1,0.3541666666666667,0.1,0,0,HMM
pro31_adf_p1,0.32558139534883723,0.2,0,0,HMM
pro31_adf_p1,0.2972972972972973,0.3,0,0,HMM
pro31_adf_p1,0.28125,0.4,0,0,HMM
pro31_adf_p1,0.8148148148148148,0.5,0,0,HMM
pro31_adf_p1,0.7727272727272727,0.6,0,0,HMM
pro31_adf_p1,0.5294117647058824,0.7,0,0,HMM
pro31_adf_p1,0.45454545454545453,0.8,0,0,HMM
pro31_adf_p1,0.3333333333333333,0.9,0,0,HMM
pro3_ace_p1,0.5666666666666667,0.05,0,0,HMM
pro3_ace_p1,0.5172413793103449,0.1,0,0,HMM
pro3_ace_p1,0.5769230769230769,0.2,0,0,HMM
pro3_ace_p1,0.5217391304347826,0.3,0,0,HMM
pro3_ace_p1,0.6,0.4,0,0,HMM
pro3_ace_p1,0.4375,0.5,0,0,HMM
pro3_ace_p1,0.5384615384615384,0.6,0,0,HMM
pro3_ace_p1,0.4,0.7,0,0,HMM
pro3_ace_p1,0.2857142857142857,0.8,0,0,HMM
pro3_ace_p1,0.5,0.9,0,0,HMM
