User,Accuracy,Threshold,LearningRate,Discount,Algorithm,StateAccuracy,Reward
pro13_ace_p1,0.15,0.05,0,0,Bayesian,0,0.0
pro13_ace_p1,0.14782608695652172,0.1,0,0,Bayesian,0,0.0
pro13_ace_p1,0.15,0.2,0,0,Bayesian,0,0.0
pro13_ace_p1,0.16666666666666669,0.3,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.4,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.5,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.6,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.7,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.8,0,0,Bayesian,0,0.0
pro13_ace_p1,0.2,0.9,0,0,Bayesian,0,0.0
pro15_ade_p1,0.10833333333333332,0.05,0,0,Bayesian,0,0.0
pro15_ade_p1,0.11304347826086955,0.1,0,0,Bayesian,0,0.0
pro15_ade_p1,0.11000000000000001,0.2,0,0,Bayesian,0,0.0
pro15_ade_p1,0.13333333333333333,0.3,0,0,Bayesian,0,0.0
pro15_ade_p1,0.13333333333333333,0.4,0,0,Bayesian,0,0.0
pro15_ade_p1,0.06153846153846154,0.5,0,0,Bayesian,0,0.0
pro15_ade_p1,0.06,0.6,0,0,Bayesian,0,0.0
pro15_ade_p1,0.05,0.7,0,0,Bayesian,0,0.0
pro15_ade_p1,0.12,0.8,0,0,Bayesian,0,0.0
pro15_ade_p1,0.13333333333333333,0.9,0,0,Bayesian,0,0.0
pro17_ace_p1,0.10588235294117647,0.05,0,0,Bayesian,0,0.0
pro17_ace_p1,0.12083333333333332,0.1,0,0,Bayesian,0,0.0
pro17_ace_p1,0.11162790697674418,0.2,0,0,Bayesian,0,0.0
pro17_ace_p1,0.12105263157894737,0.3,0,0,Bayesian,0,0.0
pro17_ace_p1,0.11875,0.4,0,0,Bayesian,0,0.0
pro17_ace_p1,0.12592592592592594,0.5,0,0,Bayesian,0,0.0
pro17_ace_p1,0.09090909090909091,0.6,0,0,Bayesian,0,0.0
pro17_ace_p1,0.0875,0.7,0,0,Bayesian,0,0.0
pro17_ace_p1,0.09090909090909091,0.8,0,0,Bayesian,0,0.0
pro17_ace_p1,0.2,0.9,0,0,Bayesian,0,0.0
pro18_adf_p1,0.11666666666666667,0.05,0,0,Bayesian,0,0.0
pro18_adf_p1,0.13333333333333333,0.1,0,0,Bayesian,0,0.0
pro18_adf_p1,0.11499999999999999,0.2,0,0,Bayesian,0,0.0
pro18_adf_p1,0.12,0.3,0,0,Bayesian,0,0.0
pro18_adf_p1,0.1,0.4,0,0,Bayesian,0,0.0
pro18_adf_p1,0.096,0.5,0,0,Bayesian,0,0.0
pro18_adf_p1,0.08,0.6,0,0,Bayesian,0,0.0
pro18_adf_p1,0.08,0.7,0,0,Bayesian,0,0.0
pro18_adf_p1,0.12,0.8,0,0,Bayesian,0,0.0
pro18_adf_p1,0.12,0.9,0,0,Bayesian,0,0.0
pro20_ade_p1,0.10857142857142857,0.05,0,0,Bayesian,0,0.0
pro20_ade_p1,0.09090909090909091,0.1,0,0,Bayesian,0,0.0
pro20_ade_p1,0.13793103448275862,0.2,0,0,Bayesian,0,0.0
pro20_ade_p1,0.1,0.3,0,0,Bayesian,0,0.0
pro20_ade_p1,0.12727272727272726,0.4,0,0,Bayesian,0,0.0
pro20_ade_p1,0.13333333333333333,0.5,0,0,Bayesian,0,0.0
pro20_ade_p1,0.13333333333333333,0.6,0,0,Bayesian,0,0.0
pro20_ade_p1,0.14545454545454545,0.7,0,0,Bayesian,0,0.0
pro20_ade_p1,0.125,0.8,0,0,Bayesian,0,0.0
pro20_ade_p1,0.05,0.9,0,0,Bayesian,0,0.0
pro21_ade_p1,0.15058823529411763,0.05,0,0,Bayesian,0,0.0
pro21_ade_p1,0.1530864197530864,0.1,0,0,Bayesian,0,0.0
pro21_ade_p1,0.15277777777777776,0.2,0,0,Bayesian,0,0.0
pro21_ade_p1,0.15238095238095237,0.3,0,0,Bayesian,0,0.0
pro21_ade_p1,0.16296296296296295,0.4,0,0,Bayesian,0,0.0
pro21_ade_p1,0.16,0.5,0,0,Bayesian,0,0.0
pro21_ade_p1,0.14444444444444443,0.6,0,0,Bayesian,0,0.0
pro21_ade_p1,0.18518518518518517,0.7,0,0,Bayesian,0,0.0
pro21_ade_p1,0.16666666666666669,0.8,0,0,Bayesian,0,0.0
pro21_ade_p1,0.15555555555555556,0.9,0,0,Bayesian,0,0.0
pro22_ade_p1,0.10625,0.05,0,0,Bayesian,0,0.0
pro22_ade_p1,0.10819672131147542,0.1,0,0,Bayesian,0,0.0
pro22_ade_p1,0.11481481481481481,0.2,0,0,Bayesian,0,0.0
pro22_ade_p1,0.12340425531914893,0.3,0,0,Bayesian,0,0.0
pro22_ade_p1,0.12195121951219512,0.4,0,0,Bayesian,0,0.0
pro22_ade_p1,0.14705882352941177,0.5,0,0,Bayesian,0,0.0
pro22_ade_p1,0.11851851851851851,0.6,0,0,Bayesian,0,0.0
pro22_ade_p1,0.11428571428571428,0.7,0,0,Bayesian,0,0.0
pro22_ade_p1,0.14285714285714285,0.8,0,0,Bayesian,0,0.0
pro22_ade_p1,0.17142857142857143,0.9,0,0,Bayesian,0,0.0
pro23_acf_p1,0.10943396226415095,0.05,0,0,Bayesian,0,0.0
pro23_acf_p1,0.11599999999999999,0.1,0,0,Bayesian,0,0.0
pro23_acf_p1,0.1318181818181818,0.2,0,0,Bayesian,0,0.0
pro23_acf_p1,0.09743589743589744,0.3,0,0,Bayesian,0,0.0
pro23_acf_p1,0.11515151515151516,0.4,0,0,Bayesian,0,0.0
pro23_acf_p1,0.10714285714285714,0.5,0,0,Bayesian,0,0.0
pro23_acf_p1,0.09090909090909091,0.6,0,0,Bayesian,0,0.0
pro23_acf_p1,0.09411764705882353,0.7,0,0,Bayesian,0,0.0
pro23_acf_p1,0.07272727272727272,0.8,0,0,Bayesian,0,0.0
pro23_acf_p1,0.06666666666666667,0.9,0,0,Bayesian,0,0.0
pro24_adf_p1,0.11875,0.05,0,0,Bayesian,0,0.0
pro24_adf_p1,0.1,0.1,0,0,Bayesian,0,0.0
pro24_adf_p1,0.1037037037037037,0.2,0,0,Bayesian,0,0.0
pro24_adf_p1,0.11666666666666667,0.3,0,0,Bayesian,0,0.0
pro24_adf_p1,0.09,0.4,0,0,Bayesian,0,0.0
pro24_adf_p1,0.08235294117647059,0.5,0,0,Bayesian,0,0.0
pro24_adf_p1,0.1,0.6,0,0,Bayesian,0,0.0
pro24_adf_p1,0.1,0.7,0,0,Bayesian,0,0.0
pro24_adf_p1,0.14285714285714285,0.8,0,0,Bayesian,0,0.0
pro24_adf_p1,0.15,0.9,0,0,Bayesian,0,0.0
pro25_acf_p1,0.13333333333333333,0.05,0,0,Bayesian,0,0.0
pro25_acf_p1,0.13333333333333333,0.1,0,0,Bayesian,0,0.0
pro25_acf_p1,0.1,0.2,0,0,Bayesian,0,0.0
pro25_acf_p1,0.14285714285714285,0.3,0,0,Bayesian,0,0.0
pro25_acf_p1,0.13333333333333333,0.4,0,0,Bayesian,0,0.0
pro25_acf_p1,0.16,0.5,0,0,Bayesian,0,0.0
pro25_acf_p1,0.2,0.6,0,0,Bayesian,0,0.0
pro25_acf_p1,0.2,0.7,0,0,Bayesian,0,0.0
pro25_acf_p1,0.2,0.8,0,0,Bayesian,0,0.0
pro25_acf_p1,0.2,0.9,0,0,Bayesian,0,0.0
pro29_ace_p1,0.09782608695652174,0.05,0,0,Bayesian,0,0.0
pro29_ace_p1,0.10344827586206898,0.1,0,0,Bayesian,0,0.0
pro29_ace_p1,0.10649350649350649,0.2,0,0,Bayesian,0,0.0
pro29_ace_p1,0.09705882352941177,0.3,0,0,Bayesian,0,0.0
pro29_ace_p1,0.1,0.4,0,0,Bayesian,0,0.0
pro29_ace_p1,0.10833333333333332,0.5,0,0,Bayesian,0,0.0
pro29_ace_p1,0.11282051282051282,0.6,0,0,Bayesian,0,0.0
pro29_ace_p1,0.12413793103448276,0.7,0,0,Bayesian,0,0.0
pro29_ace_p1,0.13,0.8,0,0,Bayesian,0,0.0
pro29_ace_p1,0.1,0.9,0,0,Bayesian,0,0.0
pro31_adf_p1,0.124,0.05,0,0,Bayesian,0,0.0
pro31_adf_p1,0.13617021276595745,0.1,0,0,Bayesian,0,0.0
pro31_adf_p1,0.1285714285714286,0.2,0,0,Bayesian,0,0.0
pro31_adf_p1,0.12972972972972974,0.3,0,0,Bayesian,0,0.0
pro31_adf_p1,0.13125,0.4,0,0,Bayesian,0,0.0
pro31_adf_p1,0.14615384615384613,0.5,0,0,Bayesian,0,0.0
pro31_adf_p1,0.14285714285714285,0.6,0,0,Bayesian,0,0.0
pro31_adf_p1,0.1125,0.7,0,0,Bayesian,0,0.0
pro31_adf_p1,0.12727272727272726,0.8,0,0,Bayesian,0,0.0
pro31_adf_p1,0.16666666666666669,0.9,0,0,Bayesian,0,0.0
pro3_ace_p1,0.07333333333333333,0.05,0,0,Bayesian,0,0.0
pro3_ace_p1,0.08571428571428572,0.1,0,0,Bayesian,0,0.0
pro3_ace_p1,0.072,0.2,0,0,Bayesian,0,0.0
pro3_ace_p1,0.05454545454545454,0.3,0,0,Bayesian,0,0.0
pro3_ace_p1,0.07368421052631578,0.4,0,0,Bayesian,0,0.0
pro3_ace_p1,0.0875,0.5,0,0,Bayesian,0,0.0
pro3_ace_p1,0.07692307692307693,0.6,0,0,Bayesian,0,0.0
pro3_ace_p1,0.08,0.7,0,0,Bayesian,0,0.0
pro3_ace_p1,0.05714285714285714,0.8,0,0,Bayesian,0,0.0
pro3_ace_p1,0.05,0.9,0,0,Bayesian,0,0.0
pro5_adf_p1,0.09393939393939395,0.05,0,0,Bayesian,0,0.0
