Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
SARSA,pro13_ace_p4,0.05,0.0001,0.05,0,0.40701754385964917,0,1.0,0.5
SARSA,pro13_ace_p4,0.1,0.0001,0.1,0,0.4444444444444445,0,1.0,0.5
SARSA,pro13_ace_p4,0.2,0.0001,0.05,0,0.75,0,1.0,0.01
SARSA,pro13_ace_p4,0.3,0.0001,0.05,0,0.7238095238095238,0,1.0,0.05
SARSA,pro13_ace_p4,0.4,0.001,0.05,0,0.7777777777777779,0,1.0,0.05
SARSA,pro13_ace_p4,0.5,0.0001,0.2,0,0.76,0,1.0,0.1
SARSA,pro13_ace_p4,0.6,0.0001,0.05,0,0.7916666666666667,0,1.0,0.05
SARSA,pro13_ace_p4,0.7,0.5,0.1,0,0.7444444444444445,0,1.0,0.05
SARSA,pro13_ace_p4,0.8,0.0001,0.2,0,0.6,0,1.0,0.05
SARSA,pro13_ace_p4,0.9,0.0001,0.2,0,0.8333333333333334,0,1.0,0.01
SARSA,pro18_adf_p4,0.05,0.0001,0.5,0,0.292063492063492,0,1.0,0.1
SARSA,pro18_adf_p4,0.1,0.0001,0.05,0,0.3666666666666667,0,1.0,0.05
SARSA,pro18_adf_p4,0.2,0.0001,0.8,0,0.34716981132075475,0,1.0,0.1
SARSA,pro18_adf_p4,0.3,0.0001,0.1,0,0.3021276595744681,0,1.0,0.1
SARSA,pro18_adf_p4,0.4,0.0001,0.9,0,0.285,0,1.0,0.1
SARSA,pro18_adf_p4,0.5,0.0001,0.1,0,0.3515151515151515,0,1.0,0.1
SARSA,pro18_adf_p4,0.6,0.0001,0.05,0,0.4296296296296296,0,1.0,0.05
SARSA,pro18_adf_p4,0.7,0.1,0.05,0,0.44000000000000006,0,1.0,0.1
SARSA,pro18_adf_p4,0.8,0.5,0.1,0,0.4714285714285714,0,1.0,0.05
SARSA,pro18_adf_p4,0.9,0.0001,0.5,0,0.4,0,1.0,0.1
SARSA,pro15_ade_p4,0.05,0.0001,0.1,0,0.359375,0,1.0,0.05
SARSA,pro15_ade_p4,0.1,0.0001,0.05,0,0.34098360655737703,0,1.0,0.1
SARSA,pro15_ade_p4,0.2,0.0001,0.9,0,0.3333333333333333,0,1.0,0.5
SARSA,pro15_ade_p4,0.3,0.0001,0.5,0,0.3702127659574468,0,1.0,0.05
SARSA,pro15_ade_p4,0.4,0.0001,0.5,0,0.37073170731707317,0,1.0,0.1
SARSA,pro15_ade_p4,0.5,0.0001,0.9,0,0.3882352941176471,0,1.0,0.1
SARSA,pro15_ade_p4,0.6,0.0001,0.2,0,0.37777777777777777,0,1.0,0.1
SARSA,pro15_ade_p4,0.7,0.0001,0.5,0,0.3142857142857142,0,1.0,0.5
SARSA,pro15_ade_p4,0.8,0.0001,0.05,0,0.42857142857142855,0,1.0,0.1
SARSA,pro15_ade_p4,0.9,0.0001,0.2,0,0.5714285714285714,0,1.0,0.1
SARSA,pro23_acf_p4,0.05,0.1,0.8,0,0.6410958904109589,0,1.0,0.1
SARSA,pro23_acf_p4,0.1,0.1,0.99,0,0.4521739130434783,0,1.0,0.5
SARSA,pro23_acf_p4,0.2,0.1,0.1,0,0.30163934426229505,0,1.0,0.7
SARSA,pro23_acf_p4,0.3,0.5,0.1,0,0.7481481481481481,0,1.0,0.1
SARSA,pro23_acf_p4,0.4,0.0001,0.99,0,0.8173913043478261,0,1.0,0.1
SARSA,pro23_acf_p4,0.5,0.5,0.05,0,0.8,0,1.0,0.1
