Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.05,0.001,0.2,,0.8040540540540541,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.1,0.0001,0.9,,0.7321428571428571,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.2,0.0001,0.1,,0.7670682730923695,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.3,0.0001,0.05,,0.7889908256880734,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.4,0.0001,0.05,,0.7647058823529411,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.5,0.0001,0.5,,0.8012820512820513,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.6,0.0001,0.05,,0.8,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.7,0.0001,0.9,,0.7978723404255319,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.8,0.0001,0.05,,0.7301587301587301,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro15_ade_p4_log,0.9,0.0001,0.05,,0.75,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.05,0.0001,0.2,,0.9243421052631579,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.1,0.0001,0.2,,0.90625,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.2,0.0001,0.8,,0.97265625,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.3,0.0001,0.8,,0.9821428571428571,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.4,0.0001,0.05,,0.96875,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.5,0.0001,0.05,,0.975,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.6,0.0001,0.1,,0.9609375,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.7,0.0001,0.1,,0.9583333333333334,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.8,0.0001,0.05,,0.9375,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro13_ace_p4_log,0.9,0.0001,0.05,,0.875,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.05,0.001,0.05,,0.8630952380952381,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.1,0.0001,0.2,,0.8398744113029827,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.2,0.0001,0.5,,0.8498233215547704,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.3,0.0001,0.05,,0.8343434343434344,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.4,0.0001,0.1,,0.8070588235294117,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.5,0.0001,0.05,,0.7740112994350282,"[None, None, None]",0
Actor_Critic,data/zheng/processed_interactions/pro18_adf_p4_log,0.6,0.0001,0.05,,0.7455830388692579,"[None, None, None]",0
