Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon
Actor_Critic,pro18_adf_p4,0.05,0.0001,0.05,1,0.20634920634920634,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.1,0.0001,0.1,1,0.33999999999999997,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.2,0.001,0.5,1,0.33207547169811324,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.3,0.001,0.1,1,0.2765957446808511,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.4,0.1,0.05,1,0.475,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.5,0.001,0.05,1,0.4242424242424242,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.6,0.001,0.5,1,0.4444444444444445,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.7,0.001,0.8,1,0.48,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.8,0.1,0.9,1,0.17142857142857143,"[None, None, None]",0,0
Actor_Critic,pro18_adf_p4,0.9,0.0001,0.8,1,0.37142857142857144,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.05,0.0001,0.9,1,0.375,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.1,0.001,0.8,1,0.35737704918032787,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.2,0.001,0.1,1,0.3888888888888889,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.3,0.0001,0.9,1,0.17021276595744678,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.4,0.1,0.2,1,0.375609756097561,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.5,0.001,0.2,1,0.1764705882352941,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.6,0.001,0.05,1,0.40740740740740733,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.7,0.0001,0.1,1,0.2761904761904762,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.8,0.0001,0.05,1,0.41428571428571426,"[None, None, None]",0,0
Actor_Critic,pro15_ade_p4,0.9,0.1,0.9,1,0.5714285714285714,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.05,0.0001,0.9,1,0.5859649122807018,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.1,0.1,0.8,1,0.7333333333333334,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.2,0.001,0.1,1,0.7333333333333333,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.3,0.0001,0.05,1,0.7238095238095239,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.4,0.001,0.99,1,0.8333333333333334,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.5,0.01,0.2,1,0.8333333333333334,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.6,0.0001,0.1,1,0.8083333333333333,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.7,0.0001,0.5,1,0.7444444444444445,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.8,0.0001,0.2,1,0.6166666666666666,"[None, None, None]",0,0
Actor_Critic,pro13_ace_p4,0.9,0.0001,0.8,1,0.8333333333333334,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.05,0.0001,0.2,1,0.741025641025641,"[None, None, None]",0,0
Actor_Critic,pro25_acf_p4,0.1,0.001,0.05,1,0.7837837837837838,"[None, None, None]",0,0
