User_Index,Interaction,Value,Time,Reward,Action,Attribute,State,High-Level-State
10,scroll on a related chart,"mark:bar;encoding:-quantitative-x<aggregate>count,Source-nominal-y",1602240992667,0.1591715976331361,same,['Source'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Foraging
339,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241253029,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
340,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241253112,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
341,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241253129,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
344,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241253196,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
345,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241253212,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
346,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241253245,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
347,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241253596,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
349,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241253746,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
351,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241264778,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
353,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241264796,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
368,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241272763,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
369,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241272779,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
372,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241272928,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
373,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241273029,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
374,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241275077,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
375,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241275128,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
380,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241275797,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
383,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241276095,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
385,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241276145,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
397,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241278660,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
398,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Release_Date-nominal-row,Worldwide_Gross-quantitative-y",1602241278995,0.401775147928994,same,"['IMDB_Rating', 'Release_Date', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
402,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241284728,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
403,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241284762,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
405,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241286628,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
406,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241286629,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
407,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241286661,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
408,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241286895,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
409,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241287144,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
410,added chart to bookmark,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241287558,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Sensemaking
411,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241288009,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
412,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241288661,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Foraging
413,deleted chart from bookmark,"mark:point;encoding:IMDB_Rating-quantitative-x,IMDB_Votes-quantitative-size,Worldwide_Gross-quantitative-y",1602241289495,0.3307692307692308,same,"['IMDB_Rating', 'IMDB_Votes', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",Sensemaking
414,mouseover a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241289890,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
415,mouseout a related chart,"mark:point;encoding:IMDB_Rating-quantitative-x,MPAA_Rating-nominal-color,Worldwide_Gross-quantitative-y",1602241289893,0.3682445759368836,same,"['IMDB_Rating', 'MPAA_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Foraging
418,mouseover a related chart,"mark:point;encoding:Creative_Type-nominal-color,IMDB_Rating-quantitative-x,Worldwide_Gross-quantitative-y",1602241314161,0.3919132149901381,same,"['Creative_Type', 'IMDB_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",Foraging
419,mouseout a related chart,"mark:point;encoding:Creative_Type-nominal-color,IMDB_Rating-quantitative-x,Worldwide_Gross-quantitative-y",1602241314244,0.3919132149901381,same,"['Creative_Type', 'IMDB_Rating', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",Foraging
427,mouseover on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241339526,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
428,mouseout on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241339544,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
430,mouseout on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241339977,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
433,mouseover on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241341027,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
434,mouseout on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241341044,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
436,mouseout on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241341376,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
438,mouseout on the specified chart,"mark:point;encoding:IMDB_Rating-quantitative-x,Production_Budget-quantitative-size,Worldwide_Gross-quantitative-y",1602241341543,0.401775147928994,same,"['IMDB_Rating', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Sensemaking
443,mouseover on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241349276,0.4471400394477317,same,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
444,scroll on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241349878,0.4471400394477317,same,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
445,scroll on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241351870,0.4471400394477317,same,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
446,scroll on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241351993,0.4471400394477317,same,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
447,mouseout on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241352427,0.4471400394477317,same,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
449,mouseout on the specified chart,"mark:point;encoding:Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-size<aggregate>mean",1602241352459,0.4471400394477317,modify-1,"['Major_Genre', 'Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Sensemaking
454,mouseover a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241352810,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
455,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241352926,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
457,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353109,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
459,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353192,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
461,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353260,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
462,mouseover a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353325,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
463,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353459,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
464,mouseover a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241353460,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
465,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241357176,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
467,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241357191,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
468,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241357226,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
469,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241366782,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
470,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241366826,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
471,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241367192,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
472,mouseover a related chart,"mark:bar;encoding:Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-x<aggregate>mean",1602241367325,0.3189349112426035,same,"['Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Foraging
474,mouseover a related chart,"mark:bar;encoding:Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-x<aggregate>mean",1602241367425,0.3189349112426035,same,"['Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Foraging
482,mouseout a related chart,"mark:bar;encoding:Production_Budget-quantitative-y<bin>,Worldwide_Gross-quantitative-x<aggregate>mean",1602241368789,0.3189349112426035,same,"['Production_Budget', 'Worldwide_Gross']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Foraging
484,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241369275,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
486,mouseout a related chart,"mark:bar;encoding:Major_Genre-nominal-x,Worldwide_Gross-quantitative-y<aggregate>mean",1602241369308,0.3544378698224852,same,"['Major_Genre', 'Worldwide_Gross']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
487,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241369325,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
488,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241369343,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
490,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241369442,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
491,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241369526,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
495,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241369795,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
496,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241370143,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
498,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241370192,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
499,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241392133,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
500,scroll on a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241392176,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
501,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241395957,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
508,mouseover a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241399125,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
509,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241399590,0.3209072978303747,same,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
511,mouseout a related chart,"mark:point;encoding:-quantitative-size<aggregate>count,Major_Genre-nominal-x,Production_Budget-quantitative-y<bin>",1602241399791,0.3209072978303747,modify-1,"['Major_Genre', 'Production_Budget']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Foraging
