User,Accuracy,Threshold,LearningRate,Discount,Algorithm
pro13_ace_p2,0.19230769230769232,0.1,0,0,HMM
pro13_ace_p2,0.17391304347826086,0.2,0,0,HMM
pro13_ace_p2,0.15,0.3,0,0,HMM
pro13_ace_p2,0.058823529411764705,0.4,0,0,HMM
pro13_ace_p2,0.0,0.5,0,0,HMM
pro13_ace_p2,0.0,0.6,0,0,HMM
pro13_ace_p2,0.0,0.7,0,0,HMM
pro13_ace_p2,0.0,0.8,0,0,HMM
pro13_ace_p2,0.0,0.9,0,0,HMM
pro15_ade_p2,0.6666666666666666,0.1,0,0,HMM
pro15_ade_p2,0.675,0.2,0,0,HMM
pro15_ade_p2,0.6571428571428571,0.3,0,0,HMM
pro15_ade_p2,0.7333333333333333,0.4,0,0,HMM
pro15_ade_p2,0.68,0.5,0,0,HMM
pro15_ade_p2,0.6,0.6,0,0,HMM
pro15_ade_p2,0.6666666666666666,0.7,0,0,HMM
pro15_ade_p2,0.5,0.8,0,0,HMM
pro15_ade_p2,0.8,0.9,0,0,HMM
pro17_ace_p2,0.6666666666666666,0.1,0,0,HMM
pro17_ace_p2,0.64,0.2,0,0,HMM
pro17_ace_p2,0.6363636363636364,0.3,0,0,HMM
pro17_ace_p2,0.6428571428571429,0.4,0,0,HMM
pro17_ace_p2,0.6808510638297872,0.5,0,0,HMM
pro17_ace_p2,0.6578947368421053,0.6,0,0,HMM
pro17_ace_p2,0.6428571428571429,0.7,0,0,HMM
pro17_ace_p2,0.631578947368421,0.8,0,0,HMM
pro17_ace_p2,0.6,0.9,0,0,HMM
pro18_adf_p2,0.8461538461538461,0.1,0,0,HMM
pro18_adf_p2,0.8260869565217391,0.2,0,0,HMM
pro18_adf_p2,0.85,0.3,0,0,HMM
pro18_adf_p2,0.8823529411764706,0.4,0,0,HMM
pro18_adf_p2,1.0,0.5,0,0,HMM
pro18_adf_p2,1.0,0.6,0,0,HMM
pro18_adf_p2,1.0,0.7,0,0,HMM
pro18_adf_p2,1.0,0.8,0,0,HMM
pro18_adf_p2,1.0,0.9,0,0,HMM
pro20_ade_p2,0.6031746031746031,0.1,0,0,HMM
pro20_ade_p2,0.625,0.2,0,0,HMM
pro20_ade_p2,0.6326530612244898,0.3,0,0,HMM
pro20_ade_p2,0.6190476190476191,0.4,0,0,HMM
pro20_ade_p2,0.6857142857142857,0.5,0,0,HMM
pro20_ade_p2,0.75,0.6,0,0,HMM
pro20_ade_p2,0.7619047619047619,0.7,0,0,HMM
pro20_ade_p2,0.9285714285714286,0.8,0,0,HMM
pro20_ade_p2,1.0,0.9,0,0,HMM
pro21_ade_p2,0.647887323943662,0.1,0,0,HMM
pro21_ade_p2,0.6507936507936508,0.2,0,0,HMM
pro21_ade_p2,0.6,0.3,0,0,HMM
pro21_ade_p2,0.6170212765957447,0.4,0,0,HMM
pro21_ade_p2,0.6666666666666666,0.5,0,0,HMM
pro21_ade_p2,0.6875,0.6,0,0,HMM
pro21_ade_p2,0.7083333333333334,0.7,0,0,HMM
pro21_ade_p2,0.75,0.8,0,0,HMM
pro21_ade_p2,0.875,0.9,0,0,HMM
pro22_ade_p2,0.475,0.1,0,0,HMM
pro22_ade_p2,0.5070422535211268,0.2,0,0,HMM
pro22_ade_p2,0.4838709677419355,0.3,0,0,HMM
pro22_ade_p2,0.49056603773584906,0.4,0,0,HMM
pro22_ade_p2,0.4318181818181818,0.5,0,0,HMM
pro22_ade_p2,0.3888888888888889,0.6,0,0,HMM
pro22_ade_p2,0.3333333333333333,0.7,0,0,HMM
pro22_ade_p2,0.3333333333333333,0.8,0,0,HMM
pro22_ade_p2,0.2222222222222222,0.9,0,0,HMM
pro23_acf_p2,0.40860215053763443,0.1,0,0,HMM
pro23_acf_p2,0.37349397590361444,0.2,0,0,HMM
pro23_acf_p2,0.3835616438356164,0.3,0,0,HMM
