User,Accuracy,Algorithm
stu9_bcf_p4_logs.csv,0.4556213017751479,OnlineSVM
pro4_bce_p4_logs.csv,0.7282229965156795,OnlineSVM
stu28_bde_p4_logs.csv,0.31058823529411766,OnlineSVM
stu34_bcf_p4_logs.csv,0.6336996336996337,OnlineSVM
stu12_bdf_p4_logs.csv,0.34980237154150196,OnlineSVM
stu35_bde_p4_logs.csv,0.6426116838487973,OnlineSVM
stu1_bce_p4_logs.csv,0.5956873315363881,OnlineSVM
pro32_bdf_p4_logs.csv,0.41392649903288203,OnlineSVM
pro27_bcf_p4_logs.csv,0.6139240506329114,OnlineSVM
stu14_bcf_p4_logs.csv,0.606508875739645,OnlineSVM
pro28_bce_p4_logs.csv,0.5943396226415094,OnlineSVM
stu8_bce_p4_logs.csv,0.24295774647887325,OnlineSVM
pro10_bdf_p4_logs.csv,0.45754716981132076,OnlineSVM
pro16_bce_p4_logs.csv,0.26666666666666666,OnlineSVM
stu33_bce_p4_logs.csv,0.4533333333333333,OnlineSVM
pro7_bde_p4_logs.csv,0.2889733840304182,OnlineSVM
stu18_bde_p4_logs.csv,0.6772486772486772,OnlineSVM
pro19_bcf_p4_logs.csv,0.5249457700650759,OnlineSVM
pro30_bde_p4_logs.csv,0.6236559139784946,OnlineSVM
pro11_bcf_p4_logs.csv,0.4725274725274725,OnlineSVM
stu23_bdf_p4_logs.csv,0.6374269005847953,OnlineSVM
pro12_bdf_p4_logs.csv,0.6736842105263158,OnlineSVM
stu5_bcf_p4_logs.csv,0.3939393939393939,OnlineSVM
pro14_bdf_p4_logs.csv,0.40483383685800606,OnlineSVM
stu40_bdf_p4_logs.csv,0.5809859154929577,OnlineSVM
stu22_bde_p4_logs.csv,0.6845425867507886,OnlineSVM
stu2_bce_p4_logs.csv,0.5026269702276708,OnlineSVM
pro2_bce_p4_logs.csv,0.32598039215686275,OnlineSVM
stu20_bdf_p4_logs.csv,0.511520737327189,OnlineSVM
stu16_bcf_p4_logs.csv,0.6465324384787472,OnlineSVM
stu27_bdf_p4_logs.csv,0.4236111111111111,OnlineSVM
pro1_bcf_p4_logs.csv,0.6758620689655173,OnlineSVM
stu19_bde_p4_logs.csv,0.6136363636363636,OnlineSVM
pro26_bde_p4_logs.csv,0.4887640449438202,OnlineSVM
pro6_bde_p4_logs.csv,0.6575342465753424,OnlineSVM
stu32_bce_p4_logs.csv,0.4657534246575342,OnlineSVM
