Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro25_acf_p1,0.05,0.0001,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.1,0.0001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.2,0.0001,0.9,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.3,0.0001,0.05,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.4,0.0001,0.05,1.0,0.1666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.5,0.001,0.2,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.6,0.1,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.7,0.0001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.8,0.1,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.9,0.1,0.2,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.05,0.001,0.8,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.1,0.0001,0.05,1.0,0.4782608695652174,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.2,0.0001,0.99,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.3,0.0001,0.9,1.0,0.7222222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.4,0.0001,0.05,1.0,0.7333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.5,0.001,0.99,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.6,0.0001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.7,0.001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.8,0.0001,0.5,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.9,0.1,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.05,0.0001,0.2,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.1,0.0001,0.05,1.0,0.72,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.2,0.0001,0.1,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.3,0.0001,0.9,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.4,0.001,0.05,1.0,0.8823529411764706,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.5,0.001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.6,0.001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.7,0.0001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.8,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.9,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.05,0.0001,0.2,1.0,0.53125,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.1,0.0001,0.05,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.2,0.0001,0.1,1.0,0.4074074074074074,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.3,0.0001,0.9,1.0,0.4583333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.4,0.001,0.05,1.0,0.3,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.5,0.0001,0.1,1.0,0.4117647058823529,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.6,0.001,0.99,1.0,0.3571428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.7,0.5,0.2,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.8,0.001,0.05,1.0,0.1428571428571428,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.9,0.1,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.05,0.0001,0.05,1.0,0.6571428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.1,0.0001,0.1,1.0,0.3939393939393939,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.2,0.0001,0.1,1.0,0.3448275862068966,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.3,0.001,0.1,1.0,0.2692307692307692,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.4,0.0001,0.5,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.5,0.0001,0.9,1.0,0.7222222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.6,0.1,0.05,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.7,0.001,0.8,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.8,0.001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.9,0.001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.05,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.1,0.0001,0.05,1.0,0.5777777777777777,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.2,0.001,0.9,1.0,0.575,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.3,0.1,0.05,1.0,0.5428571428571428,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.4,0.0001,0.9,1.0,0.4333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.5,0.0001,0.99,1.0,0.36,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.6,0.001,0.05,1.0,0.35,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.7,0.001,0.1,1.0,0.2666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.8,0.1,0.99,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.9,0.1,0.1,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.05,0.1,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.1,0.0001,0.8,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.2,0.0001,0.9,1.0,0.6046511627906976,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.3,0.1,0.9,1.0,0.7631578947368421,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.4,0.1,0.5,1.0,0.78125,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.5,0.001,0.2,1.0,0.7407407407407407,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.6,0.0001,0.1,1.0,0.6818181818181818,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.7,0.001,0.05,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.8,0.001,0.2,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.9,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.05,0.0001,0.5,1.0,0.1320754716981132,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.1,0.0001,0.2,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.2,0.1,0.5,1.0,0.7727272727272727,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.3,0.001,0.1,1.0,0.7435897435897436,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.4,0.001,0.5,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.5,0.0001,0.99,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.6,0.0001,0.9,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.7,0.0001,0.99,1.0,0.7058823529411765,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.8,0.001,0.2,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.9,0.5,0.05,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.05,0.0001,0.2,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.1,0.0001,0.05,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.2,0.001,0.2,1.0,0.48,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.3,0.0001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.4,0.0001,0.05,1.0,0.5789473684210527,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.5,0.0001,0.8,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.6,0.0001,0.99,1.0,0.5384615384615384,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.7,0.0001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.8,0.001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.9,0.001,0.9,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.05,0.0001,0.5,1.0,0.676923076923077,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.1,0.0001,0.2,1.0,0.6774193548387096,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.2,0.001,0.05,1.0,0.6909090909090909,"[None, None, None]",0.0,0.0,Focused,p1
