Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro9_acf_p1,0.9,0.0001,0.5,1.0,0.25,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.05,0.001,0.05,1.0,0.0581395348837209,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.1,0.0001,0.2,1.0,0.8395061728395061,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.2,0.0001,0.05,1.0,0.8194444444444444,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.3,0.001,0.1,1.0,0.7936507936507936,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.4,0.001,0.05,1.0,0.7962962962962963,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.5,0.1,0.5,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.6,0.1,0.5,1.0,0.0277777777777777,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.7,0.0001,0.8,1.0,0.9642857142857144,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.8,0.0001,0.5,1.0,0.9444444444444444,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro21_ade_p1,0.9,0.0001,0.9,1.0,0.8888888888888888,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.05,0.0001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.1,0.001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.2,0.0001,0.05,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.3,0.0001,0.99,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.4,0.0001,0.5,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.5,0.0001,0.5,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.6,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.7,0.1,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.8,0.0001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu17_ace_p1,0.9,0.001,0.05,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.05,0.0001,0.1,1.0,0.2333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.1,0.001,0.05,1.0,0.2142857142857142,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.2,0.0001,0.99,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.3,0.0001,0.5,1.0,0.1818181818181818,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.4,0.5,0.05,1.0,0.9473684210526316,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.5,0.1,0.05,1.0,0.9375,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.6,0.001,0.1,1.0,0.9230769230769232,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.7,0.1,0.9,1.0,0.9,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.8,0.0001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu15_ade_p1,0.9,0.1,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.05,0.001,0.05,1.0,0.3181818181818182,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.1,0.0001,0.99,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.2,0.1,0.5,1.0,0.7321428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.3,0.1,0.2,1.0,0.673469387755102,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.4,0.001,0.5,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.5,0.0001,0.99,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.6,0.001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.7,0.001,0.8,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.8,0.0001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro5_adf_p1,0.9,0.0001,0.99,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.05,0.0001,0.1,1.0,0.35,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.1,0.1,0.9,1.0,0.4736842105263157,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.2,0.1,0.1,1.0,0.6470588235294118,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.3,0.0001,0.05,1.0,0.4666666666666667,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.4,0.0001,0.05,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.5,0.0001,0.8,1.0,0.4545454545454545,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.6,0.5,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.7,0.01,0.99,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.8,0.001,0.05,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu21_ace_p1,0.9,0.001,0.2,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.05,0.0001,0.05,1.0,0.6190476190476191,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.1,0.0001,0.05,1.0,0.65,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.2,0.1,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.3,0.1,0.1,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.4,0.0001,0.9,1.0,0.7857142857142857,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.5,0.0001,0.05,1.0,0.4545454545454545,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.6,0.0001,0.5,1.0,0.8888888888888888,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.7,0.1,0.9,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.8,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu24_ace_p1,0.9,0.0001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.05,0.0001,0.5,1.0,0.8125,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.1,0.001,0.1,1.0,0.8666666666666667,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.2,0.0001,0.05,1.0,0.8461538461538461,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.3,0.0001,0.5,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.4,0.001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.5,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.6,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.7,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.8,0.0001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu29_ade_p1,0.9,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu10_acf_p1,0.05,0.0001,0.1,1.0,0.5964912280701754,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu10_acf_p1,0.1,0.0001,0.99,1.0,0.6111111111111112,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu10_acf_p1,0.2,0.0001,0.1,1.0,0.5625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu10_acf_p1,0.3,0.01,0.5,1.0,0.5476190476190477,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu10_acf_p1,0.4,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
