Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro25_acf_p1,0.05,0.0001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.1,0.0001,0.2,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.2,0.0001,0.05,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.3,0.0001,0.1,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.4,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.5,0.001,0.2,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.6,0.001,0.05,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.7,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.8,0.0001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro25_acf_p1,0.9,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.05,0.0001,0.05,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.1,0.0001,0.8,1.0,0.6956521739130435,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.2,0.001,0.05,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.3,0.001,0.05,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.4,0.0001,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.5,0.0001,0.1,1.0,0.6923076923076923,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.6,0.0001,0.9,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.7,0.001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.8,0.0001,0.05,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro15_ade_p1,0.9,0.001,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.05,0.0001,0.2,1.0,0.7307692307692307,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.1,0.0001,0.1,1.0,0.32,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.2,0.0001,0.05,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.3,0.0001,0.05,1.0,0.7894736842105263,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.4,0.0001,0.2,1.0,0.3529411764705882,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.5,0.0001,0.8,1.0,0.3571428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.6,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.7,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.8,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro13_ace_p1,0.9,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.05,0.0001,0.1,1.0,0.375,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.1,0.001,0.9,1.0,0.5333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.2,0.0001,0.5,1.0,0.5555555555555556,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.3,0.0001,0.99,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.4,0.1,0.1,1.0,0.55,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.5,0.0001,0.1,1.0,0.3529411764705882,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.6,0.0001,0.8,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.7,0.001,0.05,1.0,0.2,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.8,0.001,0.5,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro24_adf_p1,0.9,0.001,0.5,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.05,0.0001,0.8,1.0,0.6285714285714286,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.1,0.0001,0.1,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.2,0.0001,0.9,1.0,0.6896551724137931,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.3,0.1,0.05,1.0,0.7307692307692307,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.4,0.01,0.1,1.0,0.2272727272727272,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.5,0.0001,0.2,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.6,0.1,0.8,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.7,0.0001,0.1,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.8,0.1,0.05,1.0,0.875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro20_ade_p1,0.9,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.05,0.0001,0.1,1.0,0.5416666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.1,0.0001,0.05,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.2,0.0001,0.05,1.0,0.55,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.3,0.1,0.1,1.0,0.5142857142857142,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.4,0.1,0.9,1.0,0.4333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.5,0.1,0.99,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.6,0.0001,0.5,1.0,0.35,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.7,0.1,0.05,1.0,0.5333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.8,0.0001,0.9,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro18_adf_p1,0.9,0.001,0.99,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.05,0.0001,0.5,1.0,0.6862745098039216,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.1,0.001,0.8,1.0,0.7083333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.2,0.0001,0.8,1.0,0.2093023255813953,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.3,0.001,0.05,1.0,0.7631578947368421,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.4,0.1,0.05,1.0,0.78125,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.5,0.1,0.9,1.0,0.7407407407407407,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.6,0.0001,0.9,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.7,0.0001,0.05,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.8,0.001,0.2,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro17_ace_p1,0.9,0.0001,0.9,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.05,0.0001,0.1,1.0,0.6981132075471698,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.1,0.0001,0.1,1.0,0.72,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.2,0.0001,0.05,1.0,0.0454545454545454,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.3,0.0001,0.9,1.0,0.7435897435897436,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.4,0.0001,0.05,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.5,0.0001,0.5,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.6,0.0001,0.2,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.7,0.0001,0.5,1.0,0.7058823529411765,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.8,0.001,0.2,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro23_acf_p1,0.9,0.001,0.05,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.05,0.0001,0.2,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.1,0.0001,0.8,1.0,0.4642857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.2,0.0001,0.05,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.3,0.0001,0.2,1.0,0.4090909090909091,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.4,0.001,0.05,1.0,0.5263157894736842,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.5,0.0001,0.8,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.6,0.0001,0.5,1.0,0.3846153846153846,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.7,0.0001,0.8,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.8,0.1,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro3_ace_p1,0.9,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.05,0.0001,0.2,1.0,0.676923076923077,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.1,0.001,0.5,1.0,0.6774193548387096,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.2,0.0001,0.5,1.0,0.6909090909090909,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.3,0.1,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.4,0.001,0.5,1.0,0.6829268292682927,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.5,0.0001,0.5,1.0,0.6764705882352942,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.6,0.1,0.1,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.7,0.0001,0.5,1.0,0.7619047619047619,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.8,0.0001,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro22_ade_p1,0.9,0.1,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.05,0.0001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.1,0.0001,0.99,1.0,0.6595744680851063,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.2,0.0001,0.8,1.0,0.6904761904761905,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.3,0.0001,0.99,1.0,0.6756756756756757,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.4,0.0001,0.9,1.0,0.71875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.5,0.001,0.1,1.0,0.8076923076923077,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.6,0.0001,0.9,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.7,0.0001,0.1,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.8,0.0001,0.1,1.0,0.7272727272727273,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro31_adf_p1,0.9,0.0001,0.2,1.0,0.8333333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.05,0.0001,0.05,1.0,0.2105263157894736,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.1,0.0001,0.2,1.0,0.2222222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.2,0.0001,0.05,1.0,0.25,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.3,0.0001,0.99,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.4,0.1,0.2,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.5,0.5,0.2,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.6,0.0001,0.2,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.7,0.0001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.8,0.0001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu13_acf_p1,0.9,0.1,0.8,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.05,0.0001,0.1,1.0,0.5416666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.1,0.0001,0.05,1.0,0.6086956521739131,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.2,0.001,0.05,1.0,0.55,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.3,0.001,0.1,1.0,0.3888888888888889,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.4,0.0001,0.2,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.5,0.001,0.1,1.0,0.1538461538461538,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.6,0.0001,0.9,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.7,0.0001,0.05,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.8,0.0001,0.9,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,stu11_adf_p1,0.9,0.001,0.9,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.05,0.0001,0.5,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.1,0.0001,0.5,1.0,0.1818181818181818,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.2,0.0001,0.1,1.0,0.5517241379310345,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.3,0.001,0.2,1.0,0.0769230769230769,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.4,0.0001,0.99,1.0,0.7727272727272727,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.5,0.0001,0.05,1.0,0.6111111111111112,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.6,0.001,0.05,1.0,0.7333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.7,0.0001,0.1,1.0,0.6363636363636364,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro9_acf_p1,0.8,0.001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
