Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-15 17:59:05.426,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
pan,Foraging,2016-06-15 18:00:07.124,0.3333333333333333,61.698,0,1,1,0,0.6354235,1,46.5,68.5,11.118992143157136
zoom,Navigation,2016-06-15 18:00:11.380,0.4,4.256,0,1,2,1,0.3800685,1,57.0625,30.9375,0.0
zoom,Navigation,2016-06-15 18:00:12.003,0.5,0.623,0,1,2,2,0.3852353125,1,54.5625,29.5,0.0
pan,Sensemaking,2016-06-15 18:00:13.026,0.4,1.023,0,1,2,2,0.668251,1,45.0,44.5,343.33807805743805
pan,Sensemaking,2016-06-15 18:00:13.735,0.5,0.709,0,1,2,2,0.6329504375,1,93.625,44.5625,347.692625444484
pan,Sensemaking,2016-06-15 18:00:15.311,0.5714285714285714,1.576,0,1,2,2,0.6327995,1,89.0,44.5,6.616770025372223
pan,Sensemaking,2016-06-15 18:00:19.416,0.625,4.105,0,1,2,2,0.6327995,1,89.0,44.5,5.304293203006658
pan,Sensemaking,2016-06-15 18:00:20.772,0.6666666666666666,1.356,0,1,2,2,0.6327995,1,89.0,44.5,6.751749594596499
pan,Sensemaking,2016-06-15 18:00:23.177,0.7,2.405,0,1,2,2,0.6327995,1,89.0,44.5,355.56186211063454
pan,Sensemaking,2016-06-15 18:00:24.293,0.7272727272727273,1.116,0,1,2,2,0.6327995,1,89.0,44.5,354.59213080809496
pan,Sensemaking,2016-06-15 18:00:26.944,0.75,2.651,0,1,2,2,0.6442717499999999,1,94.875,45.0625,351.47505132969485
pan,Sensemaking,2016-06-15 18:00:28.889,0.7692307692307693,1.945,0,1,2,2,0.6327995,1,89.0,44.5,346.0454697280947
pan,Sensemaking,2016-06-15 18:00:30.009,0.7857142857142857,1.12,0,1,2,2,0.6327995,1,89.0,44.5,351.4420609889047
pan,Sensemaking,2016-06-15 18:00:30.582,0.8,0.573,0,1,2,2,0.65440125,1,99.375,46.375,347.23646321428515
pan,Sensemaking,2016-06-15 18:00:31.623,0.8125,1.041,0,1,2,2,0.6507815,1,89.5,44.5,350.98198950763503
pan,Sensemaking,2016-06-15 18:00:32.174,0.8235294117647058,0.551,0,1,2,2,0.6507815,1,89.5,44.5,339.2932787885105
pan,Sensemaking,2016-06-15 18:00:32.875,0.8333333333333334,0.701,0,1,2,2,0.6324280625,1,105.0,46.375,347.58469691513153
pan,Sensemaking,2016-06-15 18:00:34.175,0.8421052631578947,1.3,0,1,2,2,0.6326205,1,89.5,44.5,350.58412359208677
pan,Sensemaking,2016-06-15 18:00:34.709,0.85,0.534,0,1,2,2,0.6326205,1,89.5,44.5,345.0208660385005
pan,Sensemaking,2016-06-15 18:00:35.676,0.8571428571428571,0.967,0,1,2,2,0.6480446875,1,97.5625,45.375,342.12572828144414
pan,Sensemaking,2016-06-15 18:00:37.079,0.8636363636363636,1.403,0,1,2,2,0.6433225,1,87.5,44.5,346.14174132926945
pan,Sensemaking,2016-06-15 18:00:37.669,0.8695652173913043,0.59,0,1,2,2,0.6433225,1,87.5,44.5,350.86288235477735
pan,Sensemaking,2016-06-15 18:00:38.316,0.875,0.647,0,1,2,2,0.638858375,1,100.125,46.0625,352.3928194215655
pan,Sensemaking,2016-06-15 18:00:39.822,0.88,1.506,0,1,2,2,0.6399275,1,89.5,44.5,349.35560550909827
pan,Sensemaking,2016-06-15 18:00:40.351,0.8846153846153846,0.529,0,1,2,2,0.6399275,1,89.5,44.5,347.0103393548984
pan,Sensemaking,2016-06-15 18:00:40.913,0.8888888888888888,0.562,0,1,2,2,0.6533806875,1,102.5,46.125,347.6944044081373
pan,Sensemaking,2016-06-15 18:00:42.783,0.8928571428571429,1.87,0,1,2,2,0.6553595,1,89.5,44.5,348.15304254604683
pan,Sensemaking,2016-06-15 18:00:44.076,0.896551724137931,1.293,0,1,2,2,0.6553595,1,89.5,44.5,347.2590795876358
pan,Sensemaking,2016-06-15 18:00:44.630,0.9,0.554,0,1,2,2,0.6373518749999999,1,95.25,44.9375,348.7364050366623
pan,Sensemaking,2016-06-15 18:00:45.639,0.9032258064516129,1.009,0,1,2,2,0.6450739999999999,1,78.5,44.5,347.066994059096
pan,Sensemaking,2016-06-15 18:00:46.186,0.90625,0.547,0,1,2,2,0.6537195,1,89.0625,46.5,343.60291204939847
pan,Sensemaking,2016-06-15 18:00:47.673,0.9090909090909091,1.487,0,1,2,2,0.6533806875,1,102.5,46.125,13.608290798242624
pan,Sensemaking,2016-06-15 18:00:48.656,0.9117647058823529,0.983,0,1,2,2,0.6553595,1,89.5,44.5,349.3968928431221
pan,Sensemaking,2016-06-15 18:00:49.379,0.9142857142857143,0.723,0,1,2,2,0.6537195,1,89.0625,46.5,348.163013050227
pan,Sensemaking,2016-06-15 18:00:51.748,0.9166666666666666,2.369,0,1,2,2,0.6724585000000001,1,72.5,44.5,329.7852479999419
pan,Sensemaking,2016-06-15 18:00:52.378,0.918918918918919,0.63,0,1,2,2,0.6544165625,1,99.6875,46.9375,346.7046240251155
pan,Sensemaking,2016-06-15 18:00:53.803,0.9210526315789473,1.425,0,1,2,2,0.6578195,1,89.5,44.5,350.3534731120884
pan,Sensemaking,2016-06-15 18:00:54.370,0.9230769230769231,0.567,0,1,2,2,0.6578195,1,89.5,44.5,345.40499193219085
pan,Sensemaking,2016-06-15 18:00:54.914,0.925,0.544,0,1,2,2,0.66972275,1,101.125,46.375,342.55911852177246
pan,Sensemaking,2016-06-15 18:00:56.383,0.926829268292683,1.469,0,1,2,2,0.669296,1,89.5,44.5,348.4437781653004
pan,Sensemaking,2016-06-15 18:00:57.105,0.9285714285714286,0.722,0,1,2,2,0.663892375,1,102.5625,46.25,342.134991870116
pan,Sensemaking,2016-06-15 18:00:59.448,0.9302325581395349,2.343,0,1,2,2,0.6571875,1,89.5,44.5,341.56962584853756
pan,Sensemaking,2016-06-15 18:00:59.966,0.9318181818181818,0.518,0,1,2,2,0.6310904374999999,1,88.1875,47.125,339.91405882920697
pan,Sensemaking,2016-06-15 18:01:01.706,0.9333333333333333,1.74,0,1,2,2,0.6332825,1,73.5,44.5,348.16914404382277
pan,Sensemaking,2016-06-15 18:01:02.236,0.9347826086956522,0.53,0,1,2,2,0.657051625,1,103.0625,46.6875,340.19901497360325
pan,Sensemaking,2016-06-15 18:01:03.565,0.9361702127659575,1.329,0,1,2,2,0.663892375,1,102.5625,46.25,13.5613692840651
pan,Sensemaking,2016-06-15 18:01:04.415,0.9375,0.85,0,1,2,2,0.657051625,1,103.0625,46.6875,341.10488939295493
pan,Sensemaking,2016-06-15 18:01:05.511,0.9387755102040817,1.096,0,1,2,2,0.659735,1,89.5,44.5,348.9291468628352
pan,Sensemaking,2016-06-15 18:01:06.137,0.94,0.626,0,1,2,2,0.659735,1,89.5,44.5,338.95152887109026
pan,Sensemaking,2016-06-15 18:01:06.786,0.9411764705882353,0.649,0,1,2,2,0.659735,1,89.5,44.5,343.1587842035792
pan,Sensemaking,2016-06-15 18:01:08.480,0.9423076923076923,1.694,0,1,2,2,0.659735,1,89.5,44.5,348.8033057755137
pan,Sensemaking,2016-06-15 18:01:09.399,0.9433962264150944,0.919,0,1,2,2,0.659735,1,89.5,44.5,21.343168179569076
pan,Sensemaking,2016-06-15 18:01:09.847,0.9444444444444444,0.448,0,1,2,2,0.6310904374999999,1,88.1875,47.125,18.915919513998123
radioClick,Answering,2016-06-15 18:01:33.829,0.4,23.982,0,1,2,2,0.6332825,1,73.5,44.5,0.0
zoom,Sensemaking,2016-06-15 18:02:05.221,0.03636363636363636,31.392,0,1,2,3,0.6265856875,1,96.5625,47.0,0.0
pan,Sensemaking,2016-06-15 18:02:07.535,0.9285714285714286,2.314,0,1,2,3,0.324044,1,49.75,22.25,357.38580310776314
pan,Sensemaking,2016-06-15 18:02:12.959,0.9298245614035088,5.424,0,1,2,3,0.6695465,1,100.5,44.5,47.753515350346404
pan,Sensemaking,2016-06-15 18:02:13.458,0.9310344827586207,0.499,0,1,2,3,0.50928125,1,72.8125,33.6875,37.18656338256097
pan,Sensemaking,2016-06-15 18:02:13.942,0.9322033898305084,0.484,0,1,2,3,0.5027652499999999,1,76.8125,33.6875,35.8633036618075
pan,Sensemaking,2016-06-15 18:02:14.489,0.9333333333333333,0.547,0,1,2,3,0.669303,1,102.0,44.5,47.16196052391878
pan,Sensemaking,2016-06-15 18:02:15.495,0.9344262295081968,1.006,0,1,2,3,0.500050625,1,71.6875,33.6875,39.42811845899821
pan,Sensemaking,2016-06-15 18:02:20.054,0.9354838709677419,4.559,0,1,2,3,0.6766165,1,95.0,44.5,12.937784580996217
pan,Sensemaking,2016-06-15 18:02:20.535,0.9365079365079365,0.481,0,1,2,3,0.43246862499999994,1,72.6875,33.375,28.05503470618153
pan,Sensemaking,2016-06-15 18:02:21.407,0.9375,0.872,0,1,2,3,0.5729785,1,96.5,44.5,11.728178543121786
pan,Sensemaking,2016-06-15 18:02:22.521,0.9384615384615385,1.114,0,1,2,3,0.5729785,1,96.5,44.5,11.607891485756177
pan,Sensemaking,2016-06-15 18:02:22.991,0.9393939393939394,0.47,0,1,2,3,0.48443862499999996,1,71.625,33.9375,17.276239998894276
pan,Sensemaking,2016-06-15 18:02:23.822,0.9402985074626866,0.831,0,1,2,3,0.6578014999999999,1,95.0,44.5,11.8657435003959
pan,Sensemaking,2016-06-15 18:02:24.312,0.9411764705882353,0.49,0,1,2,3,0.6578014999999999,1,95.0,44.5,19.530041789685665
pan,Sensemaking,2016-06-15 18:02:24.878,0.9420289855072463,0.566,0,1,2,3,0.4835018125,1,72.9375,33.375,19.670260351613457
pan,Sensemaking,2016-06-15 18:02:27.102,0.9428571428571428,2.224,0,1,2,3,0.6392385,1,97.0,44.5,16.5117999611656
pan,Sensemaking,2016-06-15 18:02:27.607,0.9436619718309859,0.505,0,1,2,3,0.6392385,1,97.0,44.5,19.92897897417423
pan,Sensemaking,2016-06-15 18:02:28.106,0.9444444444444444,0.499,10,1,2,3,0.4663444375,1,71.8125,33.375,15.517970381383508
pan,Sensemaking,2016-06-15 18:02:29.484,0.9452054794520548,1.378,10,1,2,3,0.48443862499999996,1,71.625,33.9375,338.6795554755644
pan,Sensemaking,2016-06-15 18:02:30.307,0.9459459459459459,0.823,10,1,2,3,0.6578014999999999,1,95.0,44.5,352.8278304678288
pan,Sensemaking,2016-06-15 18:02:39.080,0.9466666666666667,8.773,20,2,2,3,0.43246862499999994,1,72.6875,33.375,336.49439620503625
pan,Sensemaking,2016-06-15 18:02:39.601,0.9473684210526315,0.521,20,2,2,3,0.5729785,1,96.5,44.5,323.1139728672062
pan,Sensemaking,2016-06-15 18:02:40.607,0.948051948051948,1.006,20,2,2,3,0.500050625,1,71.6875,33.6875,323.90702835676313
pan,Sensemaking,2016-06-15 18:02:41.106,0.9487179487179487,0.499,20,2,2,3,0.6766165,1,95.0,44.5,334.9701424124892
