Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-10 17:58:24.976,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
zoom,Navigation,2016-06-10 17:59:22.387,0.4,57.411,0,1,1,1,0.3800685,1,57.0625,30.9375,0.0
zoom,Navigation,2016-06-10 17:59:22.936,0.5,0.549,0,1,1,2,0.338582375,1,36.5,27.0625,0.0
pan,Foraging,2016-06-10 17:59:23.693,0.3333333333333333,0.757,0,1,1,2,0.4277155,1,104.5,79.5,9.14580099888724
pan,Foraging,2016-06-10 17:59:24.438,0.42857142857142855,0.745,0,1,1,2,0.6336219375,1,108.875,45.9375,16.74857711303457
pan,Foraging,2016-06-10 17:59:25.634,0.5,1.196,0,1,1,2,0.6327995,1,89.0,44.5,354.5711036507112
zoom,Navigation,2016-06-10 17:59:26.535,0.5714285714285714,0.901,0,1,1,3,0.315590625,1,46.5,22.25,0.0
pan,Sensemaking,2016-06-10 17:59:29.803,0.4,3.268,0,1,1,3,0.487401375,1,94.5625,39.75,0.07693401113491152
pan,Sensemaking,2016-06-10 17:59:38.497,0.5,8.694,0,1,1,3,0.660112,1,130.5,49.5,345.89840877993214
pan,Sensemaking,2016-06-10 17:59:39.218,0.5714285714285714,0.721,0,1,1,3,0.4953568125,1,75.25,36.1875,340.4193386053047
pan,Sensemaking,2016-06-10 17:59:40.003,0.625,0.785,0,1,1,3,0.6750095,1,98.0,44.5,329.8277405993422
pan,Sensemaking,2016-06-10 17:59:40.664,0.6666666666666666,0.661,0,1,1,3,0.4738865625,1,80.75,33.875,333.886627287459
pan,Sensemaking,2016-06-10 17:59:41.387,0.7,0.723,0,1,1,3,0.661307,1,106.5,44.5,338.4879800143645
pan,Sensemaking,2016-06-10 17:59:42.027,0.7272727272727273,0.64,0,1,1,3,0.4808185,1,76.625,38.8125,349.3905006930982
pan,Sensemaking,2016-06-10 17:59:42.659,0.75,0.632,0,1,1,3,0.6672595,1,97.0,50.0,339.3303264002691
pan,Sensemaking,2016-06-10 17:59:43.319,0.7692307692307693,0.66,0,1,1,3,0.4555679375,1,78.625,35.3125,349.44606601363154
pan,Sensemaking,2016-06-10 17:59:43.992,0.7857142857142857,0.673,0,1,1,3,0.49907068749999994,1,77.9375,34.0,344.99724863068525
pan,Sensemaking,2016-06-10 17:59:44.848,0.8,0.856,0,1,1,3,0.6718219999999999,1,98.5,44.5,347.8809437616555
pan,Sensemaking,2016-06-10 17:59:45.762,0.8125,0.914,0,1,1,3,0.4389109375,1,76.375,38.5,347.1892211150775
pan,Sensemaking,2016-06-10 17:59:46.467,0.8235294117647058,0.705,0,1,1,3,0.5865015,1,98.0,49.0,343.446148784508
pan,Sensemaking,2016-06-10 17:59:47.146,0.8333333333333334,0.679,0,1,1,3,0.4557815625,1,77.0,34.0,309.4653908997295
pan,Sensemaking,2016-06-10 17:59:47.928,0.8421052631578947,0.782,0,1,1,3,0.3858265625,1,61.5625,29.375,345.39995785037587
pan,Sensemaking,2016-06-10 17:59:48.771,0.85,0.843,0,1,1,3,0.6173225,1,98.5,47.0,341.7249779273751
pan,Sensemaking,2016-06-10 17:59:49.754,0.8571428571428571,0.983,0,1,1,3,0.5016470000000001,1,81.1875,35.5625,239.8184455097415
pan,Sensemaking,2016-06-10 17:59:50.843,0.8636363636363636,1.089,0,1,1,3,0.504603,1,78.125,37.6875,195.8862215712127
pan,Sensemaking,2016-06-10 17:59:51.735,0.8695652173913043,0.892,0,1,1,3,0.4596843125000001,1,79.375,34.75,198.83937229497346
pan,Sensemaking,2016-06-10 17:59:52.637,0.875,0.902,0,1,1,3,0.468344625,1,76.875,36.875,235.27545476900715
pan,Sensemaking,2016-06-10 17:59:53.659,0.88,1.022,0,1,1,3,0.61465,1,100.5,46.0,319.94123444785373
pan,Sensemaking,2016-06-10 17:59:54.875,0.8846153846153846,1.216,0,1,1,3,0.61465,1,100.5,46.0,334.38662319627724
pan,Sensemaking,2016-06-10 17:59:55.852,0.8888888888888888,0.977,0,1,1,3,0.4596843125000001,1,79.375,34.75,40.57849637519969
