Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward
Reinforce,pro25_acf_p3,0.05,0.0001,0.05,,0.662962962962963,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.1,0.0001,0.1,,0.7411764705882353,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.2,0.0001,0.05,,0.7022222222222222,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.3,0.0001,0.5,,0.735,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.4,0.0001,0.8,,0.6764705882352942,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.5,0.0001,0.05,,0.7142857142857143,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.6,0.001,0.8,,0.7391304347826086,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.7,0.0001,0.5,,0.6823529411764706,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.8,0.0001,0.05,,0.65,"[None, None, None]",0
Reinforce,pro25_acf_p3,0.9,0.001,0.05,,0.8333333333333334,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.05,0.0001,0.05,,0.4711864406779661,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.1,0.0001,0.05,,0.5392857142857144,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.2,0.0001,0.5,,0.556,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.3,0.001,0.05,,0.47727272727272735,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.4,0.001,0.05,,0.5,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.5,0.001,0.5,,0.4516129032258064,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.6,0.001,0.99,,0.45600000000000007,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.7,0.001,0.05,,0.3684210526315789,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.8,0.0001,0.5,,0.27692307692307694,"[None, None, None]",0
Reinforce,pro24_adf_p3,0.9,0.001,0.05,,0.2857142857142857,"[None, None, None]",0
Reinforce,pro15_ade_p3,0.05,0.0001,0.05,,0.5301587301587303,"[None, None, None]",0
Reinforce,pro15_ade_p3,0.1,0.0001,0.8,,0.45,"[None, None, None]",0
Reinforce,pro15_ade_p3,0.2,0.0001,0.05,,0.4981132075471698,"[None, None, None]",0
Reinforce,pro15_ade_p3,0.3,0.0001,0.05,,0.47659574468085103,"[None, None, None]",0
