Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-08 15:47:59.210,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
zoom,Navigation,2016-06-08 15:50:41.782,0.4,162.572,0,1,1,1,0.3800685,1,57.0625,30.9375,0.0
zoom,Navigation,2016-06-08 15:50:42.463,0.5,0.681,0,1,1,2,0.338582375,1,36.5,27.0625,0.0
pan,Sensemaking,2016-06-08 15:50:43.498,0.4,1.035,0,1,1,2,0.4277155,1,104.5,79.5,348.85946652349946
pan,Sensemaking,2016-06-08 15:50:44.222,0.5,0.724,0,1,1,2,0.6336219375,1,108.875,45.9375,8.478712433627976
pan,Sensemaking,2016-06-08 15:50:45.082,0.5714285714285714,0.86,0,1,1,2,0.6327995,1,89.0,44.5,5.922475737034265
pan,Sensemaking,2016-06-08 15:50:46.810,0.625,1.728,0,1,1,2,0.6327995,1,89.0,44.5,9.014317949793952
pan,Sensemaking,2016-06-08 15:50:59.005,0.6666666666666666,12.195,0,1,1,2,0.6327995,1,89.0,44.5,340.41086226108627
pan,Sensemaking,2016-06-08 15:51:00.906,0.7,1.901,0,1,1,2,0.65440125,1,99.375,46.375,264.05917520218316
pan,Sensemaking,2016-06-08 15:51:04.739,0.7272727272727273,3.833,0,1,1,2,0.6324280625,1,105.0,46.375,246.9153204380018
pan,Sensemaking,2016-06-08 15:51:07.906,0.75,3.167,0,1,1,2,0.6480446875,1,97.5625,45.375,267.6676880818549
pan,Sensemaking,2016-06-08 15:51:13.502,0.7692307692307693,5.596,0,1,1,2,0.638858375,1,100.125,46.0625,262.072116574982
pan,Sensemaking,2016-06-08 15:51:16.218,0.7857142857142857,2.716,0,1,1,2,0.6533806875,1,102.5,46.125,266.73713450107255
pan,Sensemaking,2016-06-08 15:51:19.170,0.8,2.952,0,1,1,2,0.6373518749999999,1,95.25,44.9375,256.6999660420475
pan,Sensemaking,2016-06-08 15:51:21.906,0.8125,2.736,0,1,1,2,0.6537195,1,89.0625,46.5,266.2614937671711
pan,Sensemaking,2016-06-08 15:51:27.675,0.8235294117647058,5.769,0,1,1,2,0.6544165625,1,99.6875,46.9375,271.7592997997879
pan,Sensemaking,2016-06-08 15:51:31.202,0.8333333333333334,3.527,0,1,1,2,0.66972275,1,101.125,46.375,270.13484226123785
pan,Sensemaking,2016-06-08 15:51:34.471,0.8421052631578947,3.269,0,1,1,2,0.663892375,1,102.5625,46.25,277.4857218666688
pan,Sensemaking,2016-06-08 15:51:39.098,0.85,4.627,0,1,1,2,0.6310904374999999,1,88.1875,47.125,259.35381019887393
pan,Sensemaking,2016-06-08 15:51:41.566,0.8571428571428571,2.468,0,1,1,2,0.657051625,1,103.0625,46.6875,262.7979623565838
pan,Sensemaking,2016-06-08 15:51:44.057,0.8636363636363636,2.491,0,1,1,2,0.659735,1,89.5,44.5,275.99483908830837
pan,Sensemaking,2016-06-08 15:51:46.376,0.8695652173913043,2.319,0,1,1,2,0.659735,1,89.5,44.5,295.66860542758087
pan,Sensemaking,2016-06-08 15:51:47.099,0.875,0.723,0,1,1,2,0.659735,1,89.5,44.5,40.86357699722059
pan,Sensemaking,2016-06-08 15:51:48.018,0.88,0.919,0,1,1,2,0.659735,1,89.5,44.5,19.107677175779155
pan,Sensemaking,2016-06-08 15:51:50.867,0.8846153846153846,2.849,0,1,1,2,0.6310904374999999,1,88.1875,47.125,33.27875159777598
pan,Sensemaking,2016-06-08 15:51:51.991,0.8888888888888888,1.124,0,1,1,2,0.6332825,1,73.5,44.5,25.647477988516762
pan,Sensemaking,2016-06-08 15:51:53.882,0.8928571428571429,1.891,0,1,1,2,0.663892375,1,102.5625,46.25,65.6867764801789
pan,Sensemaking,2016-06-08 15:51:55.360,0.896551724137931,1.478,0,1,1,2,0.6571875,1,89.5,44.5,24.712539041818665
pan,Sensemaking,2016-06-08 15:51:56.926,0.9,1.566,0,1,1,2,0.66972275,1,101.125,46.375,42.14505999713667
pan,Sensemaking,2016-06-08 15:51:58.224,0.9032258064516129,1.298,0,1,1,2,0.6544165625,1,99.6875,46.9375,43.88327179866482
pan,Sensemaking,2016-06-08 15:51:59.761,0.90625,1.537,0,1,1,2,0.6578195,1,89.5,44.5,51.0687940097582
pan,Sensemaking,2016-06-08 15:52:00.854,0.9090909090909091,1.093,0,1,1,2,0.6578195,1,89.5,44.5,47.986598971880774
pan,Sensemaking,2016-06-08 15:52:01.721,0.9117647058823529,0.867,0,1,1,2,0.6537195,1,89.0625,46.5,45.337555621750965
pan,Sensemaking,2016-06-08 15:52:03.829,0.9142857142857143,2.108,0,1,1,2,0.6373518749999999,1,95.25,44.9375,59.86875353681863
pan,Sensemaking,2016-06-08 15:52:05.635,0.9166666666666666,1.806,0,1,1,2,0.6533806875,1,102.5,46.125,43.31283393169803
pan,Sensemaking,2016-06-08 15:52:08.451,0.918918918918919,2.816,0,1,1,2,0.638858375,1,100.125,46.0625,47.48605951306056
pan,Sensemaking,2016-06-08 15:52:09.761,0.9210526315789473,1.31,0,1,1,2,0.6399275,1,89.5,44.5,51.25056188698838
pan,Sensemaking,2016-06-08 15:52:10.990,0.9230769230769231,1.229,0,1,1,2,0.6480446875,1,97.5625,45.375,31.012435209385536
pan,Sensemaking,2016-06-08 15:52:12.741,0.925,1.751,0,1,1,2,0.6433225,1,87.5,44.5,35.415910242354016
pan,Sensemaking,2016-06-08 15:52:14.198,0.926829268292683,1.457,0,1,1,2,0.6324280625,1,105.0,46.375,18.933945193554177
pan,Sensemaking,2016-06-08 15:52:15.619,0.9285714285714286,1.421,0,1,1,2,0.65440125,1,99.375,46.375,31.369038034643932
pan,Sensemaking,2016-06-08 15:52:18.537,0.9302325581395349,2.918,0,1,1,2,0.6442717499999999,1,94.875,45.0625,49.19910115302298
pan,Sensemaking,2016-06-08 15:52:20.386,0.9318181818181818,1.849,0,1,1,2,0.61133975,1,71.5,45.9375,30.555369452628156
pan,Sensemaking,2016-06-08 15:52:23.395,0.9333333333333333,3.009,0,1,1,2,0.65440125,1,99.375,46.375,256.60007056274867
pan,Sensemaking,2016-06-08 15:52:25.491,0.9347826086956522,2.096,0,1,1,2,0.6324280625,1,105.0,46.375,270.0178108301771
pan,Sensemaking,2016-06-08 15:52:28.211,0.9361702127659575,2.72,0,1,1,2,0.6480446875,1,97.5625,45.375,257.11079208591343
pan,Sensemaking,2016-06-08 15:52:29.660,0.9375,1.449,0,1,1,2,0.6433225,1,87.5,44.5,338.61056821115034
pan,Sensemaking,2016-06-08 15:53:11.290,0.9387755102040817,41.63,0,1,1,2,0.638858375,1,100.125,46.0625,286.3956238774503
pan,Sensemaking,2016-06-08 15:53:12.693,0.94,1.403,0,1,2,2,0.6533806875,1,102.5,46.125,224.54446367577162
pan,Sensemaking,2016-06-08 15:53:14.337,0.9411764705882353,1.644,0,1,2,2,0.6373518749999999,1,95.25,44.9375,236.56679299017387
radioClick,Answering,2016-06-08 15:53:17.847,0.4,3.51,0,1,2,2,0.6450739999999999,1,78.5,44.5,0.0
zoom,Sensemaking,2016-06-08 15:53:31.816,0.038461538461538464,13.969,0,1,2,3,0.6307951249999999,1,94.4375,48.75,0.0
pan,Sensemaking,2016-06-08 15:53:35.257,0.9245283018867925,3.441,0,1,2,3,0.0,1,0.0,0.0,3.741730410085195
pan,Sensemaking,2016-06-08 15:53:37.731,0.9259259259259259,2.474,0,1,2,3,0.4557815625,1,77.0,34.0,267.78194173080186
pan,Sensemaking,2016-06-08 15:53:40.810,0.9272727272727272,3.079,0,1,2,3,0.3858265625,1,61.5625,29.375,274.2885733978096
pan,Sensemaking,2016-06-08 15:53:43.330,0.9285714285714286,2.52,0,1,2,3,0.5016470000000001,1,81.1875,35.5625,267.9409844396604
pan,Sensemaking,2016-06-08 15:53:46.105,0.9298245614035088,2.775,10,1,2,3,0.504603,1,78.125,37.6875,277.34838708758787
pan,Sensemaking,2016-06-08 15:53:48.500,0.9310344827586207,2.395,10,1,2,3,0.4596843125000001,1,79.375,34.75,262.9029317953661
pan,Sensemaking,2016-06-08 15:53:51.243,0.9322033898305084,2.743,10,1,2,3,0.5016470000000001,1,81.1875,35.5625,12.788423469364314
pan,Sensemaking,2016-06-08 15:54:02.196,0.9333333333333333,10.953,10,2,2,3,0.4596843125000001,1,79.375,34.75,245.23438307358506
pan,Sensemaking,2016-06-08 15:54:06.850,0.9344262295081968,4.654,0,2,2,3,0.468344625,1,76.875,36.875,283.8095628588949
pan,Sensemaking,2016-06-08 15:54:38.994,0.9354838709677419,32.144,0,2,2,3,0.504603,1,78.125,37.6875,13.24355132058566
pan,Sensemaking,2016-06-08 15:54:40.549,0.9365079365079365,1.555,0,2,2,3,0.5016470000000001,1,81.1875,35.5625,20.68996843444448
pan,Sensemaking,2016-06-08 15:54:47.578,0.9375,7.029,0,2,2,3,0.3858265625,1,61.5625,29.375,24.776007815724306
pan,Sensemaking,2016-06-08 15:54:48.934,0.9384615384615385,1.356,0,2,2,3,0.4557815625,1,77.0,34.0,29.75749866150764
pan,Sensemaking,2016-06-08 15:54:50.163,0.9393939393939394,1.229,0,2,2,3,0.4389109375,1,76.375,38.5,23.59316982628856
pan,Sensemaking,2016-06-08 15:54:51.785,0.9402985074626866,1.622,0,2,2,3,0.49907068749999994,1,77.9375,34.0,36.492985448661166
radioClick,Answering,2016-06-08 15:54:57.662,0.5,5.877,0,2,2,3,0.6718219999999999,1,98.5,44.5,0.0
pan,Sensemaking,2016-06-08 15:55:03.635,0.9411764705882353,5.973,0,2,2,3,0.4557815625,1,77.0,34.0,287.30988020927066
pan,Sensemaking,2016-06-08 15:55:05.810,0.9420289855072463,2.175,0,2,2,3,0.3858265625,1,61.5625,29.375,275.3985821298701
pan,Sensemaking,2016-06-08 15:55:07.795,0.9428571428571428,1.985,0,2,2,3,0.5016470000000001,1,81.1875,35.5625,234.69574117291987
pan,Sensemaking,2016-06-08 15:55:09.906,0.9436619718309859,2.111,0,2,2,3,0.504603,1,78.125,37.6875,258.4754391212472
zoom,Sensemaking,2016-06-08 15:55:13.287,0.041666666666666664,3.381,0,2,2,4,0.661229625,1,114.5,51.1875,0.0
pan,Sensemaking,2016-06-08 15:55:17.890,0.9315068493150684,4.603,0,2,2,4,0.6644369999999999,1,89.5,44.5,346.02254830597934
pan,Sensemaking,2016-06-08 15:55:30.053,0.9324324324324325,12.163,0,2,2,4,0.6644369999999999,1,89.5,44.5,346.6194062297706
pan,Sensemaking,2016-06-08 15:55:51.075,0.9333333333333333,21.022,20,3,2,4,0.6644369999999999,1,89.5,44.5,22.226000814265305
pan,Sensemaking,2016-06-08 15:55:53.058,0.9342105263157895,1.983,20,3,2,4,0.6644369999999999,1,89.5,44.5,6.956422443752856
