Action,State,TimeStamp,StateActionProbab,IdleTime,Reward,Subtask_Screenshot_Time,Subtask_Idle_Time,ZoomLevel,NDSI,Subtask_Zoom,Longitude,Latitude,Angle
start,Foraging,2016-06-10 19:15:36.247,0.4,0.0,0,1,1,0,0.6400338750000001,1,52.125,65.8125,0.0
zoom,Navigation,2016-06-10 19:16:30.151,0.4,53.904,0,1,1,1,0.3800685,1,57.0625,30.9375,0.0
pan,Navigation,2016-06-10 19:16:31.266,0.3333333333333333,1.115,0,1,2,1,0.6518079999999999,1,91.0,63.0,353.45395408722214
pan,Navigation,2016-06-10 19:16:31.947,0.42857142857142855,0.681,0,1,2,1,0.6518079999999999,1,91.0,63.0,1.5947138344811427
zoom,Navigation,2016-06-10 19:16:32.945,0.375,0.998,0,1,2,2,0.6217085,1,92.875,46.25,0.0
pan,Navigation,2016-06-10 19:16:35.723,0.4444444444444444,2.778,0,1,2,2,0.6327995,1,89.0,44.5,3.3364001065087843
zoom,Navigation,2016-06-10 19:16:43.116,0.4,7.393,0,1,2,3,0.473281625,1,61.3125,37.875,0.0
pan,Sensemaking,2016-06-10 19:16:47.840,0.4,4.724,0,1,2,3,0.6377185,1,45.0,44.5,1.7197110458113072
pan,Sensemaking,2016-06-10 19:16:55.118,0.5,7.278,0,1,2,3,0.6377185,1,45.0,44.5,351.25220101859145
pan,Sensemaking,2016-06-10 19:16:55.828,0.5714285714285714,0.71,0,1,2,3,0.6377185,1,45.0,44.5,339.2799538207708
pan,Sensemaking,2016-06-10 19:16:57.007,0.625,1.179,0,1,2,3,0.6319908125,1,93.6875,47.8125,338.22700656541883
pan,Sensemaking,2016-06-10 19:16:57.899,0.6666666666666666,0.892,0,1,2,3,0.631009,1,89.5,44.5,342.074558275769
pan,Sensemaking,2016-06-10 19:16:58.514,0.7,0.615,0,1,2,3,0.6176930625,1,88.6875,45.625,339.3146607629649
